id	position	name	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670
B08R02C12	8-12-2	Hs~MGC:BC032589.1~uORF:IOH21955	1695	1286	1928	1206	1188	1332	2855	1174	4065	398
B08R02C13	8-13-2	Hs~MGC:BC026296.1~uORF:IOH14813	2294	1048	1641	981	1108	3895	1289	2272	3717	547
B08R02C14	8-14-2	Hs~MGC:BC026296.1~uORF:IOH14813	2434	1028	1612	891	1931	3671	1299	2274	3706	398
B08R02C15	8-15-2	Hs~Ref:NM_021034.1~uORF:IOH58755	1221	1038	1504	886	1004	943	1418	1103	3281	724
B08R02C16	8-16-2	Hs~Ref:NM_021034.1~uORF:IOH58755	1264	1169	1527	905	919	52	1490	1127	2731	505
B08R02C17	8-17-2	Hs~Ref:NM_006334.2~uORF:IOH58962	4242	1209	1701	878	3777	-26	2524	997	2956	447
B08R02C18	8-18-2	Hs~Ref:NM_006334.2~uORF:IOH58962	4390	1133	1791	923	1545	142	2409	1056	3333	-20
B08R02C19	8-19-2	Hs~MGC:BC006969.1~uORF:IOH7343	5106	730	1580	1141	3460	916	1154	1300	2023	252
B08R02C20	8-20-2	Hs~MGC:BC006969.1~uORF:IOH7343	5267	721	1671	1092	3665	899	1153	1284	1992	267
B08R02C21	8-21-2	Hs~MGC:BC011498.1~uORF:IOH9619	1536	1072	2004	1161	2190	-102	1407	1199	3671	627
B08R02C22	8-22-2	Hs~MGC:BC011498.1~uORF:IOH9619	1616	1125	1955	1218	1970	-570	1415	1158	3601	528
B08R03C01	8-1-3	Hs~Ref:NM_004202.1~uORF:IOH11127	1503	1194	2366	1035	1569	2015	1962	3023	4428	30
B08R03C02	8-2-3	Hs~Ref:NM_004202.1~uORF:IOH11127	1398	1261	2446	1057	1455	1953	1970	3017	4381	-24
B08R03C03	8-3-3	Hs~Ref:NM_016371.1~uORF:IOH7352	1340	1013	1557	931	1189	1254	1437	1086	2802	616
B08R03C04	8-4-3	Hs~Ref:NM_016371.1~uORF:IOH7352	1323	989	1568	915	1136	1306	1629	1155	3366	311
B08R03C05	8-5-3	Hs~Ref:NM_000961.3~uORF:IOH37838	234	321	753	272	229	200	420	323	32	23
B08R03C06	8-6-3	Hs~Ref:NM_000961.3~uORF:IOH37838	388	289	2693	289	253	-3	329	338	79	24
B08R03C07	8-7-3	Hs~Ref:NM_194318.2~uORF:IOH37836	398	602	556	348	350	281	524	452	659	65
B08R03C08	8-8-3	Hs~Ref:NM_194318.2~uORF:IOH37836	529	638	2727	366	356	266	525	401	607	1
B08R03C09	8-9-3	Hs~Ref:NM_153289.2~uORF:IOH40759	717	385	326	340	261	10	366	331	333	45
B08R03C10	8-10-3	Hs~Ref:NM_153289.2~uORF:IOH40759	731	397	728	338	266	-5	359	316	31	12
B08R03C11	8-11-3	Hs~Ref:NM_199054.1~uORF:IOH37765	800	660	710	586	520	527	1327	473	3840	123
B08R03C12	8-12-3	Hs~Ref:NM_199054.1~uORF:IOH37765	853	680	832	603	474	563	1355	446	3195	-11
B08R03C13	8-13-3	Hs~Ref:NM_001985.2~uORF:IOH40972	693	478	862	605	2177	474	1645	891	-100	37
B08R03C14	8-14-3	Hs~Ref:NM_001985.2~uORF:IOH40972	660	477	738	535	2123	-109	1575	870	-50	93
B08R03C15	8-15-3	Hs~Ref:NM_022908.1~uORF:IOH44482	28	38	292	155	476	4	62	128	-3	5
B08R03C16	8-16-3	Hs~Ref:NM_022908.1~uORF:IOH44482	35	46	157	121	17	42	106	145	2	0
B08R03C17	8-17-3	Hs~Ref:NM_145311.1~uORF:IOH41041	338	456	533	327	214	302	443	410	-7	19
B08R03C18	8-18-3	Hs~Ref:NM_145311.1~uORF:IOH41041	338	429	599	331	3164	33	405	431	2	-25
B08R03C19	8-19-3	Hs~Ref:NM_145865.1~uORF:IOH35802	1456	487	2254	724	1441	528	889	1281	-32	227
B08R03C20	8-20-3	Hs~Ref:NM_145865.1~uORF:IOH35802	1497	585	2296	731	1249	420	948	1247	-1139	-14
B08R03C21	8-21-3	Hs~MGC:BC029760.1~uORF:IOH22119	2928	1235	1622	2856	1942	198	7304	1263	4457	274
B08R03C22	8-22-3	Hs~MGC:BC029760.1~uORF:IOH22119	2685	1250	1557	2933	1174	1364	6887	1289	4040	-123
B08R04C01	8-1-4	Hs~MGC:BC000026.1~uORF:IOH4716	454	387	731	337	170	670	670	451	582	151
B08R04C02	8-2-4	Hs~MGC:BC000026.1~uORF:IOH4716	405	386	716	297	298	750	609	460	851	143
B08R04C03	8-3-4	Hs~MGC:NM_174923.1~uORF:IOH14835	647	418	556	611	742	731	844	480	782	-25
B08R04C04	8-4-4	Hs~MGC:NM_174923.1~uORF:IOH14835	520	382	535	630	746	616	821	435	806	3541
B08R04C05	8-5-4	Hs~Ref:NM_139242.1~uORF:IOH21859	1272	501	806	405	328	358	1045	765	399	152
B08R04C06	8-6-4	Hs~Ref:NM_139242.1~uORF:IOH21859	1491	477	1060	457	374	3	980	869	-12	33
B08R04C07	8-7-4	Hs~Ref:NM_018279.2~uORF:IOH10199	455	420	778	244	272	-12	571	467	472	117
B08R04C08	8-8-4	Hs~Ref:NM_018279.2~uORF:IOH10199	417	412	1291	189	312	135	546	542	435	231
B08R04C09	8-9-4	Hs~MGC:BC010240.1~uORF:IOH10210	426	372	929	330	321	398	593	495	20	167
B08R04C10	8-10-4	Hs~MGC:BC010240.1~uORF:IOH10210	423	394	833	322	349	-18	620	487	506	-8
B08R04C11	8-11-4	Hs~Ref:NM_058169.1~uORF:IOH10242	912	535	1057	485	401	87	714	748	457	-16
B08R04C12	8-12-4	Hs~Ref:NM_058169.1~uORF:IOH10242	831	512	1116	532	458	24	677	655	160	571
B08R04C13	8-13-4	Hs~Ref:NM_006054.1~uORF:IOH10268	494	508	817	526	2027	546	781	659	1152	214
B08R04C14	8-14-4	Hs~Ref:NM_006054.1~uORF:IOH10268	453	485	890	454	936	550	786	638	942	-17
B08R04C15	8-15-4	Hs~Ref:NM_181349.1~uORF:IOH38225	1316	788	1320	956	1494	-26	1973	813	1737	5
B08R04C16	8-16-4	Hs~Ref:NM_181349.1~uORF:IOH38225	1371	778	1279	1076	1674	979	1972	786	1088	333
B08R04C17	8-17-4	Hs~Ref:NM_006403.2~uORF:IOH27637	1461	1271	1829	1771	1204	3135	1785	1376	1017	457
B08R04C18	8-18-4	Hs~Ref:NM_006403.2~uORF:IOH27637	1685	1425	1813	1659	1113	3142	1862	1440	664	185
B08R04C19	8-19-4	Hs~Ref:NM_152716.1~uORF:IOH38079	13545	14431	10391	14705	18806	9100	8326	7716	13398	8758
B08R04C20	8-20-4	Hs~Ref:NM_152716.1~uORF:IOH38079	14320	14426	10462	15600	24633	7153	8315	8121	13127	7572
B08R04C21	8-21-4	Hs~Ref:NM_005338.4~uORF:IOH38605	1394	1969	1176	3018	4268	2938	8333	1045	6265	485
B08R04C22	8-22-4	Hs~Ref:NM_005338.4~uORF:IOH38605	1428	2014	1207	3096	1946	2948	8317	1036	2634	405
B08R05C01	8-1-5	Hs~Ref:NM_015833.1~uORF:IOH38242	4298	1670	2792	1566	1341	2090	13847	1685	3419	661
B08R05C02	8-2-5	Hs~Ref:NM_015833.1~uORF:IOH38242	3904	1744	2730	1559	1278	2206	12852	1726	3362	672
B08R05C03	8-3-5	Hs~Ref:NM_178425.1~uORF:IOH38634	3803	2523	2242	1333	1243	1814	4063	1589	2150	2451
B08R05C04	8-4-5	Hs~Ref:NM_178425.1~uORF:IOH38634	5057	2969	2292	1216	1197	1741	4057	1717	2281	2328
B08R05C05	8-5-5	Hs~Ref:NM_001883.2~uORF:IOH29569	912	432	752	365	292	121	930	363	825	6
B08R05C06	8-6-5	Hs~Ref:NM_001883.2~uORF:IOH29569	705	476	871	411	316	-16	1118	488	850	115
B08R05C07	8-7-5	Hs~Ref:NM_000697.1~uORF:IOH38131	548	579	456	110	381	134	859	590	409	196
B08R05C08	8-8-5	Hs~Ref:NM_000697.1~uORF:IOH38131	513	568	509	65	305	2	982	642	467	156
B08R05C09	8-9-5	Hs~Ref:NM_004071.1~N/A	1229	854	1306	648	576	25	1483	778	1522	350
B08R05C10	8-10-5	Hs~Ref:NM_004071.1~N/A	1260	865	1467	641	642	868	1501	809	1458	312
B08R05C11	8-11-5	Hs~Ref:NM_002344.1~N/A	718	2794	1121	503	532	12	968	568	773	202
B08R05C12	8-12-5	Hs~Ref:NM_002344.1~N/A	746	627	1157	538	350	-20	977	537	807	51
B08R05C13	8-13-5	Hs~Ref:NM_002748.2~N/A	1422	1210	2214	765	4064	1356	1302	1875	7921	415
B08R05C14	8-14-5	Hs~Ref:NM_002748.2~N/A	1414	1199	2188	749	2012	1423	1309	1897	7630	432
B08R05C15	8-15-5	Hs~Ref:NM_004431.1~N/A	872	833	1220	663	738	-26	2771	600	907	291
B08R05C16	8-16-5	Hs~Ref:NM_004431.1~N/A	929	924	1211	711	665	38	2660	568	767	-41
B08R05C17	8-17-5	Hs~Ref:NM_003691.1~N/A	1548	1429	3143	1011	1713	1674	1729	1080	4754	-6
B08R05C18	8-18-5	Hs~Ref:NM_003691.1~N/A	1568	1440	3190	1016	2112	1656	1727	1080	4839	464
B08R05C19	8-19-5	Hs~Ref:NM_006257.1~N/A	1032	956	1486	616	933	329	1401	781	979	196
B08R05C20	8-20-5	Hs~Ref:NM_006257.1~N/A	1045	667	1361	640	1007	253	1391	795	348	416
B08R05C21	8-21-5	Hs~Ref:NM_012395.1~N/A	999	942	1835	974	622	-55	1361	724	1482	-67
B08R05C22	8-22-5	Hs~Ref:NM_012395.1~N/A	991	1022	1815	991	4067	8	1427	692	1662	191
B08R06C01	8-1-6	Hs~Ref:NM_005307.1~N/A	2541	1220	2188	1284	1295	1652	5043	1121	2525	646
B08R06C02	8-2-6	Hs~Ref:NM_005307.1~N/A	2509	1278	2219	1379	1238	1816	4837	1117	2645	679
B08R06C03	8-3-6	Hs~Ref:NM_002053.1~uORF:IOH5246	1586	935	1306	970	1187	1639	1801	1044	2026	580
B08R06C04	8-4-6	Hs~Ref:NM_002053.1~uORF:IOH5246	1851	971	1334	891	1160	1658	1747	1088	2347	702
B08R06C05	8-5-6	Hs~MGC:BC033689.1~uORF:IOH21871	2920	1733	2815	1516	1164	3105	2726	1690	4202	1627
B08R06C06	8-6-6	Hs~MGC:BC033689.1~uORF:IOH21871	2818	1774	2913	1559	1266	3726	3042	1646	4110	1504
B08R06C07	8-7-6	Hs~MGC:BC036910.1~uORF:IOH25910	2091	2286	1875	1417	1467	1981	3252	1388	3529	1369
B08R06C08	8-8-6	Hs~MGC:BC036910.1~uORF:IOH25910	2087	2268	1866	1415	1477	1967	3548	1435	3469	1338
B08R06C09	8-9-6	Hs~Ref:NM_031452.1~uORF:IOH3904	735	804	1075	644	564	1724	812	552	1324	440
B08R06C10	8-10-6	Hs~Ref:NM_031452.1~uORF:IOH3904	816	809	1163	698	596	1752	862	568	1405	-2
B08R06C11	8-11-6	Hs~MGC:BC010458.1~uORF:IOH9663	1480	1419	14625	1295	1244	2037	2386	1361	3851	1016
B08R06C12	8-12-6	Hs~MGC:BC010458.1~uORF:IOH9663	1522	1312	13914	1346	1300	2194	2249	1381	3708	1040
B08R06C13	8-13-6	Hs~MGC:BC025407.1~uORF:IOH11128	1594	1290	1910	1108	1275	2082	2651	1111	2595	6
B08R06C14	8-14-6	Hs~MGC:BC025407.1~uORF:IOH11128	1700	1195	1938	997	5192	1846	2602	1123	3166	1065
B08R06C15	8-15-6	Hs~MGC:BC029652.1~uORF:IOH22862	1775	1558	2233	1297	2550	2472	2913	1861	4209	1126
B08R06C16	8-16-6	Hs~MGC:BC029652.1~uORF:IOH22862	1773	1620	2303	1328	1935	2217	3147	1811	3374	1334
B08R06C17	8-17-6	Hs~MGC:BC029566.1~uORF:IOH21579	3459	1727	2469	3099	1882	3602	3664	1591	4335	1094
B08R06C18	8-18-6	Hs~MGC:BC029566.1~uORF:IOH21579	3446	1745	2551	3030	1782	3659	3539	1612	4394	1017
