id	position	name	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670
B18R20C08	18-8-20	Hs~MGC:BC007919.2~uORF:IOH40619	837	729	1769	617	538	629	1123	1885	1757	237
B18R20C09	18-9-20	Hs~Ref:NM_002355.2~uORF:IOH40579	1214	871	2211	923	1065	1000	1580	1038	2323	526
B18R20C10	18-10-20	Hs~Ref:NM_002355.2~uORF:IOH40579	1128	843	2152	784	1060	1061	1529	1053	2187	542
B18R20C11	18-11-20	Hs~MGC:BC000601.1~uORF:IOH4258	808	720	1491	650	946	976	1943	1326	1671	465
B18R20C12	18-12-20	Hs~MGC:BC000601.1~uORF:IOH4258	812	753	1536	644	833	1027	1942	1371	1373	435
B18R20C13	18-13-20	Hs~Ref:NM_174933.2~uORF:IOH12686	1312	311	4732	1801	633	1689	2164	1106	1472	2174
B18R20C14	18-14-20	Hs~Ref:NM_174933.2~uORF:IOH12686	1483	324	4338	2026	710	1651	2233	1102	1537	2126
B18R20C15	18-15-20	Hs~Ref:NM_181287.1~uORF:IOH50170	1527	1347	2419	1719	5784	2664	2339	2051	4927	795
B18R20C16	18-16-20	Hs~Ref:NM_181287.1~uORF:IOH50170	1479	1375	2356	1771	5949	2657	2274	2086	4974	770
B18R20C17	18-17-20	Hs~MGC:BC008492.1~uORF:IOH7568	2088	2468	3527	1604	5110	5338	4278	3005	5625	999
B18R20C18	18-18-20	Hs~MGC:BC008492.1~uORF:IOH7568	2018	2442	3390	1599	5115	5548	4239	3075	5797	1027
B18R20C19	18-19-20	Hs~Ref:NM_001608.1~uORF:IOH27335	1697	2162	2894	1271	3941	4788	3035	2774	5643	844
B18R20C20	18-20-20	Hs~Ref:NM_001608.1~uORF:IOH27335	2016	2131	2717	1218	4211	4729	3023	2828	5587	916
B18R20C21	18-21-20	Hs~MGC:BC008884.1~uORF:IOH14312	1741	2169	2443	1058	4031	4520	2908	2844	4354	721
B18R20C22	18-22-20	Hs~MGC:BC008884.1~uORF:IOH14312	1502	2078	2512	1025	4120	4634	2982	2789	4453	711
B18R21C01	18-1-21	Hs~Ref:NM_022562.2~uORF:IOH50057	344	407	820	264	550	630	477	736	890	251
B18R21C02	18-2-21	Hs~Ref:NM_022562.2~uORF:IOH50057	356	687	551	267	637	570	504	737	763	6
B18R21C03	18-3-21	Hs~Ref:NM_022308.1~uORF:IOH50155	591	849	1007	632	1611	1482	1493	1278	2082	437
B18R21C04	18-4-21	Hs~Ref:NM_022308.1~uORF:IOH50155	659	723	1118	619	1466	1395	1375	1024	2316	355
B18R21C05	18-5-21	Hs~Ref:BC112433.1~uORF:IOH50072	1644	1976	2933	1271	4122	4345	2606	2590	5539	879
B18R21C06	18-6-21	Hs~Ref:BC112433.1~uORF:IOH50072	1636	2190	2986	1253	4619	4299	2627	2536	5556	899
B18R21C07	18-7-21	Hs~Ref:NM_001036646.1~uORF:IOH50127	778	527	467	673	1107	569	871	881	1788	442
B18R21C08	18-8-21	Hs~Ref:NM_001036646.1~uORF:IOH50127	832	569	470	676	1171	547	1077	903	1866	226
B18R21C09	18-9-21	Hs~Ref:P02649~CAT_10817-H30E-25	2789	530	373	-2	336	561	682	260	-8	0
B18R21C10	18-10-21	Hs~Ref:P02649~CAT_10817-H30E-25	1752	338	359	0	282	535	689	248	-2	10
B18R21C11	18-11-21	Internal_1007209	194	5	9	6	4	5	18	5	104	13
B18R21C12	18-12-21	Internal_1007209	8	6	13	6	9	2	17	4	109	13
B18R21C13	18-13-21	Hs~Ref:NP_001551.1~CAT_10943-H08H-25	-3	1	-2	0	-1	1	26	2	58	5
B18R21C14	18-14-21	Hs~Ref:NP_001551.1~CAT_10943-H08H-25	1240	261	2	1	-1	4	29	4	57	7
B18R21C15	18-15-21	Internal_1007209	3712	108	265	5	9	11	23	9	688	111
B18R21C16	18-16-21	Internal_1007209	4	5	29	3	7	3	14	10	721	103
B18R21C17	18-17-21	Hs~Ref:NP_006557.2~CAT_10565-H08H-25	1	1	4	2	611	6	9	3	1	-1
B18R21C18	18-18-21	Hs~Ref:NP_006557.2~CAT_10565-H08H-25	2	0	5	1	0	4	11	0	4	2
B18R21C19	18-19-21	Internal_1007209	3	2	11	14	2	7	24	3	4	2
B18R21C20	18-20-21	Internal_1007209	5	2	11	12	2	6	18	23	2	2
B18R21C21	18-21-21	Internal_1007209	3101	508	20	24	2	9	25	8	5	4
B18R21C22	18-22-21	Internal_1007209	0	2	21	23	5	5	22	5	9	3
B18R22C01	18-1-22	ERa~N/A	2526	2138	2946	2295	2391	1589	2408	1897	3659	2421
B18R22C02	18-2-22	ERa~N/A	2725	4852	2518	2431	2167	1269	2302	1856	4239	2421
B18R22C03	18-3-22	PKCeta~N/A	435	2552	521	398	906	1523	528	433	1036	80
B18R22C04	18-4-22	PKCeta~N/A	506	589	533	422	773	367	617	427	874	29
B18R22C05	18-5-22	Calmodulin~N/A	157	83	89	197	125	202	317	368	578	23
B18R22C06	18-6-22	Calmodulin~N/A	74	211	205	178	75	188	370	120	87	24
B18R22C07	18-7-22	V5control5~N/A	772	546	282	178	275	146	412	233	824	300
B18R22C08	18-8-22	V5control5~N/A	562	492	320	158	273	69	420	230	866	254
B18R22C09	18-9-22	V5control4~N/A	345	284	150	33	131	148	299	206	508	155
B18R22C10	18-10-22	V5control4~N/A	293	291	144	41	195	163	280	225	327	126
B18R22C11	18-11-22	V5control3~N/A	219	136	66	33	116	68	183	25	107	-4
B18R22C12	18-12-22	V5control3~N/A	123	156	42	23	44	41	195	6863	90	56
B18R22C13	18-13-22	V5control2~N/A	14	30	25	39	18	15	135	26	31	17
B18R22C14	18-14-22	V5control2~N/A	5545	50	27	27	35	13	127	30	53	17
B18R22C15	18-15-22	V5control1~N/A	3367	20	23	9	17	24	138	48	37	15
B18R22C16	18-16-22	V5control1~N/A	16	38	21	7	19	11	95	17	17	32
B18R22C17	18-17-22	CMK2A~N/A	329	708	9685	444	272	737	789	2466	598	287
B18R22C18	18-18-22	CMK2A~N/A	379	740	9136	488	265	736	872	2420	582	302
B18R22C19	18-19-22	ERa~N/A	2519	2043	2672	2848	1825	1483	1898	1638	2470	1695
B18R22C20	18-20-22	ERa~N/A	3253	2198	2726	2927	2104	1313	2332	2187	2808	1792
B18R22C21	18-21-22	AlexaAntiMouseAb~N/A	15790	14756	15798	13343	18234	8145	9604	5573	8854	9846
B18R22C22	18-22-22	AlexaAntiMouseAb~N/A	13738	14022	15701	12809	18240	8393	9902	5671	10073	10365
B19R01C01	19-1-1	AlexaAntiMouseAb~N/A	36382	35950	37146	32692	30351	45016	37927	28512	39262	38522
B19R01C02	19-2-1	AlexaAntiMouseAb~N/A	35317	43309	43421	31348	33058	42684	38574	29351	35316	37009
B19R01C03	19-3-1	ERa~N/A	2071	1996	2089	2576	2162	1297	2822	1043	2303	1548
B19R01C04	19-4-1	ERa~N/A	2150	1715	1974	2184	1997	1229	2692	1006	2260	1742
B19R01C05	19-5-1	HumanIgG1~N/A	1008	989	990	772	576	1283	1099	981	1114	1089
B19R01C06	19-6-1	HumanIgG1~N/A	1082	1011	1072	858	540	1326	1083	922	1219	1248
B19R01C07	19-7-1	HumanIgG2~N/A	2928	2890	2981	3066	1653	4334	3390	3109	2523	2609
B19R01C08	19-8-1	HumanIgG2~N/A	3000	3002	3110	3190	1382	4250	2982	3094	2356	3020
B19R01C09	19-9-1	HumanIgG3~N/A	14623	14449	13651	12405	7945	19148	15673	14634	14353	13116
B19R01C10	19-10-1	HumanIgG3~N/A	15516	14222	13966	12296	8125	20188	14571	13710	12722	14066
B19R01C11	19-11-1	HumanIgG4~N/A	36716	37036	37870	32714	24893	57834	46212	42019	38616	39680
B19R01C12	19-12-1	HumanIgG4~N/A	51803	36328	38634	34628	24192	59042	47173	43004	36714	46834
B19R01C13	19-13-1	BiotinAb~N/A	1736	321	355	1006	141	513	468	796	442	377
B19R01C14	19-14-1	BiotinAb~N/A	259	349	331	874	142	489	430	764	245	714
B19R01C15	19-15-1	RanBP2deltaFG~N/A	236	723	775	1132	192	512	1607	275	713	373
B19R01C16	19-16-1	RanBP2deltaFG~N/A	242	715	892	1337	189	490	1626	170	760	780
B19R01C17	19-17-1	hMDM2~N/A	1314	923	1892	1942	692	610	5882	393	3627	782
B19R01C18	19-18-1	hMDM2~N/A	1316	913	1845	1975	847	562	5748	448	2443	781
B19R01C19	19-19-1	PKCeta~N/A	464	592	473	586	695	1375	456	331	498	223
B19R01C20	19-20-1	PKCeta~N/A	457	610	442	579	791	1301	457	371	710	439
B19R01C21	19-21-1	AlexaAntiMouseAb~N/A	37302	38922	36302	36894	35838	45846	43633	30818	33599	37292
B19R01C22	19-22-1	AlexaAntiMouseAb~N/A	35767	44211	36526	40350	36058	46631	36131	29754	32871	35892
B19R02C01	19-1-2	PKCeta~N/A	1948	1714	1943	788	1139	2011	1114	1379	1876	1570
B19R02C02	19-2-2	PKCeta~N/A	1706	1851	1886	829	1057	2084	1105	828	1991	1604
B19R02C03	19-3-2	Buffer	32	38	53	1928	32	29	35	30	99	153
B19R02C04	19-4-2	Buffer	93	48	57	1912	26	31	81	99	90	176
B19R02C05	19-5-2	HumanIgA~N/A	19814	17051	21263	18863	13576	25064	24058	20378	21444	21402
B19R02C06	19-6-2	HumanIgA~N/A	19439	17051	21033	18534	15448	26373	24696	20597	21635	21700
B19R02C07	19-7-2	Buffer	46	39	44	21	21	26	81	21	65	65
B19R02C08	19-8-2	Buffer	57	29	73	21	25	25	63	25	46	55
B19R02C09	19-9-2	BSA~N/A	537	101	198	95	576	147	202	100	133	12716
B19R02C10	19-10-2	BSA~N/A	555	86	186	61	587	149	216	359	124	12839
B19R02C11	19-11-2	Hs~Ref:NM_006658.1~uORF:IOH21548	3079	931	2579	4953	28475	2903	3344	2034	2416	1311
B19R02C12	19-12-2	Hs~Ref:NM_006658.1~uORF:IOH21548	3336	929	2450	5374	29900	2928	3275	1759	2369	1337
B19R02C13	19-13-2	Hs~MGC:NM_182541.1~uORF:IOH21588	1453	581	858	618	1091	665	1029	912	2341	521
B19R02C14	19-14-2	Hs~MGC:NM_182541.1~uORF:IOH21588	1235	568	853	630	1140	627	1022	842	2290	505
B19R02C15	19-15-2	Hs~MGC:NM_174903.2~uORF:IOH22522	716	602	985	506	1128	705	1156	1258	1846	1091
B19R02C16	19-16-2	Hs~MGC:NM_174903.2~uORF:IOH22522	697	602	1029	544	1099	808	1162	1300	1874	841
B19R02C17	19-17-2	Hs~MGC:BC020814.1~uORF:IOH12692	686	592	795	500	996	572	877	874	1546	403
B19R02C18	19-18-2	Hs~MGC:BC020814.1~uORF:IOH12692	791	529	793	504	658	622	868	615	12	206
B19R02C19	19-19-2	Hs~MGC:BC032454.1~uORF:IOH21666	2566	980	1435	1506	1319	1367	2372	1768	1732	399
B19R02C20	19-20-2	Hs~MGC:BC032454.1~uORF:IOH21666	2450	976	1365	1483	1374	1501	2412	1882	1966	398
B19R02C21	19-21-2	Hs~MGC:BC032372.1~uORF:IOH21643	1449	903	1025	1442	6032	1353	42343	3975	2512	975
B19R02C22	19-22-2	Hs~MGC:BC032372.1~uORF:IOH21643	1411	898	1021	1432	6141	1359	38366	4020	2333	350
B19R03C01	19-1-3	Hs~Ref:NM_145177.1~uORF:IOH21679	606	573	1006	427	695	869	769	821	2163	1211
B19R03C02	19-2-3	Hs~Ref:NM_145177.1~uORF:IOH21679	584	753	961	447	667	911	782	1159	2178	1133
B19R03C03	19-3-3	Hs~Ref:NM_152789.1~uORF:IOH21683	1654	843	5473	2282	2360	1889	2583	1623	2243	1318
B19R03C04	19-4-3	Hs~Ref:NM_152789.1~uORF:IOH21683	1398	823	5268	2320	2479	2144	2641	1590	2405	1287
B19R03C05	19-5-3	Hs~Ref:NM_005339.3~uORF:IOH13913	630	504	611	345	485	2592	658	394	957	289
B19R03C06	19-6-3	Hs~Ref:NM_005339.3~uORF:IOH13913	608	534	599	419	548	1679	625	370	1066	305
B19R03C07	19-7-3	Hs~MGC:BC025278.1~uORF:IOH14045	400	444	613	422	378	531	890	384	836	314
B19R03C08	19-8-3	Hs~MGC:BC025278.1~uORF:IOH14045	387	455	546	383	391	469	908	403	789	44
B19R03C09	19-9-3	Hs~Ref:NM_021105.1~uORF:IOH13995	1019	675	1235	619	532	916	1171	641	1717	426
B19R03C10	19-10-3	Hs~Ref:NM_021105.1~uORF:IOH13995	1032	675	1229	618	516	1032	1364	552	1565	509
B19R03C11	19-11-3	Hs~Ref:NM_022758.2~uORF:IOH14405	525	508	688	438	467	604	694	509	880	341
B19R03C12	19-12-3	Hs~Ref:NM_022758.2~uORF:IOH14405	543	500	702	434	449	567	726	517	646	392
B19R03C13	19-13-3	Hs~Ref:NM_007208.2~uORF:IOH2930	67	171	189	326	30	203	185	216	138	84
B19R03C14	19-14-3	Hs~Ref:NM_007208.2~uORF:IOH2930	66	212	297	176	25	204	137	183	66	27
B19R03C15	19-15-3	Hs~MGC:BC042869.1~uORF:IOH26487	40	111	192	125	39	201	173	269	5	1507
B19R03C16	19-16-3	Hs~MGC:BC042869.1~uORF:IOH26487	116	31	289	194	294	132	193	251	87	38
B19R03C17	19-17-3	Hs~Ref:NM_007268.1~uORF:IOH10254	537	452	556	442	482	463	723	556	508	215
B19R03C18	19-18-3	Hs~Ref:NM_007268.1~uORF:IOH10254	542	382	546	423	526	474	711	493	512	198
B19R03C19	19-19-3	Hs~Ref:NM_024102.2~uORF:IOH10338	964	658	844	502	1130	995	1340	552	1429	401
B19R03C20	19-20-3	Hs~Ref:NM_024102.2~uORF:IOH10338	959	610	819	511	551	1006	1317	590	1891	371
B19R03C21	19-21-3	Hs~MGC:BC005930.1~uORF:IOH7549	1327	1157	1236	759	886	1092	2247	971	2556	266
B19R03C22	19-22-3	Hs~MGC:BC005930.1~uORF:IOH7549	1326	1194	1287	745	885	1052	2115	950	2503	536
B19R04C01	19-1-4	Hs~MGC:BC019102.1~uORF:IOH14069	896	1055	2454	652	895	1137	2014	1317	1920	483
B19R04C02	19-2-4	Hs~MGC:BC019102.1~uORF:IOH14069	912	1054	2262	624	934	1134	2047	1218	1976	464
B19R04C03	19-3-4	Hs~MGC:BC021105.1~uORF:IOH14081	3331	1386	2308	2394	2020	2399	2564	1802	4970	702
B19R04C04	19-4-4	Hs~MGC:BC021105.1~uORF:IOH14081	3581	1332	2231	2679	2161	2592	2692	1809	5306	679
B19R04C05	19-5-4	Hs~Ref:NM_001168.1~uORF:IOH5749	5402	310	461	454	917	4043	1215	371	1028	147
B19R04C06	19-6-4	Hs~Ref:NM_001168.1~uORF:IOH5749	6797	310	418	484	859	249	1271	363	1101	164
B19R04C07	19-7-4	Hs~MGC:BC030643.2~uORF:IOH22296	690	527	800	925	729	1317	1401	492	1596	118
B19R04C08	19-8-4	Hs~MGC:BC030643.2~uORF:IOH22296	654	590	779	881	741	707	1410	512	1513	65
B19R04C09	19-9-4	Hs~MGC:NM_152763.2~uORF:IOH22315	2107	1020	1686	2652	2632	1923	2382	1964	4189	586
B19R04C10	19-10-4	Hs~MGC:NM_152763.2~uORF:IOH22315	2119	1006	1731	2706	2833	2028	2428	1912	4297	603
B19R04C11	19-11-4	Hs~MGC:BC033009.2~uORF:IOH22324	-1	-1	4	3	286	982	1	0	4	-3
B19R04C12	19-12-4	Hs~MGC:BC033009.2~uORF:IOH22324	-1	-3	3	0	-6	-2	1	1	1	-1
B19R04C13	19-13-4	Hs~Ref:NM_000023.1~uORF:IOH10645	1552	1816	1673	941	1289	1363	2945	1794	2827	800
B19R04C14	19-14-4	Hs~Ref:NM_000023.1~uORF:IOH10645	1879	1920	1724	1013	1189	1350	2893	1753	3034	757
B19R04C15	19-15-4	Hs~Ref:NM_004227.3~uORF:IOH11547	1072	917	1020	974	872	1179	2678	607	1578	1028
B19R04C16	19-16-4	Hs~Ref:NM_004227.3~uORF:IOH11547	900	883	1007	1018	972	1258	2709	620	1657	1103
B19R04C17	19-17-4	Hs~Ref:NM_006870.2~uORF:IOH12247	828	378	2115	396	921	840	701	865	-44	104
B19R04C18	19-18-4	Hs~Ref:NM_006870.2~uORF:IOH12247	835	376	2126	391	725	746	684	739	53	188
B19R04C19	19-19-4	Hs~MGC:BC007722.2~uORF:IOH6489	480	399	571	344	299	449	952	695	-10	-19
B19R04C20	19-20-4	Hs~MGC:BC007722.2~uORF:IOH6489	569	351	523	365	325	514	889	664	29	123
B19R04C21	19-21-4	Hs~Ref:NM_002046.2~uORF:IOH3380	886	1503	695	1250	715	912	1585	806	2189	339
B19R04C22	19-22-4	Hs~Ref:NM_002046.2~uORF:IOH3380	847	1497	710	1242	808	934	1544	781	2281	315
B19R05C01	19-1-5	Hs~Ref:NM_024117.3~uORF:IOH3756	594	324	531	294	129	517	1242	481	658	208
B19R05C02	19-2-5	Hs~Ref:NM_024117.3~uORF:IOH3756	591	331	551	305	250	546	1273	381	730	184
B19R05C03	19-3-5	Hs~Ref:NM_001011538.1~uORF:IOH39826	686	367	575	883	857	550	773	598	493	230
B19R05C04	19-4-5	Hs~Ref:NM_001011538.1~uORF:IOH39826	692	384	564	839	1009	601	770	536	742	235
B19R05C05	19-5-5	Hs~Ref:NM_152688.1~uORF:IOH22222	1621	624	1041	858	733	1936	2937	1075	1541	313
B19R05C06	19-6-5	Hs~Ref:NM_152688.1~uORF:IOH22222	1683	667	995	934	741	997	3065	1035	1491	305
B19R05C07	19-7-5	Hs~Ref:NM_014321.2~uORF:IOH39827	827	561	2376	596	1013	1235	2151	793	1455	668
B19R05C08	19-8-5	Hs~Ref:NM_014321.2~uORF:IOH39827	855	584	2302	608	1024	1301	2112	779	1520	741
B19R05C09	19-9-5	Hs~MGC:BC011904.1~uORF:IOH13374	1141	935	1299	809	1533	1244	2535	958	2250	702
B19R05C10	19-10-5	Hs~MGC:BC011904.1~uORF:IOH13374	1162	891	1247	779	1565	1240	2241	1013	2225	673
B19R05C11	19-11-5	Hs~Ref:NM_024295.1~uORF:IOH4224	1263	1077	1519	853	1077	1353	2205	1084	2055	726
B19R05C12	19-12-5	Hs~Ref:NM_024295.1~uORF:IOH4224	1316	1079	1475	959	1759	1349	2291	1090	2020	685
B19R05C13	19-13-5	Hs~MGC:BC001116.1~uORF:IOH3881	984	1188	1112	849	1304	1031	1103	787	2247	467
B19R05C14	19-14-5	Hs~MGC:BC001116.1~uORF:IOH3881	1161	1236	1146	859	1280	1024	1127	810	2480	572
B19R05C15	19-15-5	Hs~Ref:NM_003404.2~uORF:IOH3955	1393	861	1085	691	1420	1349	1527	766	2286	1056
B19R05C16	19-16-5	Hs~Ref:NM_003404.2~uORF:IOH3955	1181	900	1092	789	1370	1298	1478	771	2755	950
B19R05C17	19-17-5	Hs~Ref:NM_021735.1~uORF:IOH29577	132	162	233	47	65	60	240	273	608	25
B19R05C18	19-18-5	Hs~Ref:NM_021735.1~uORF:IOH29577	93	161	234	279	112	54	215	350	783	21
B19R05C19	19-19-5	Hs~MGC:BC042147.1~uORF:IOH27991	178	306	459	130	191	362	486	148	1416	55
B19R05C20	19-20-5	Hs~MGC:BC042147.1~uORF:IOH27991	287	332	455	169	256	413	483	147	1814	45
B19R05C21	19-21-5	Hs~Ref:NM_138771.2~uORF:IOH40866	413	1138	484	116	216	313	469	837	1043	-8
B19R05C22	19-22-5	Hs~Ref:NM_138771.2~uORF:IOH40866	392	1106	501	138	216	331	502	836	1103	-2
B19R06C01	19-1-6	Hs~Ref:NM_144711.3~uORF:IOH40820	85	73	214	78	56	143	132	193	74	46
B19R06C02	19-2-6	Hs~Ref:NM_144711.3~uORF:IOH40820	97	250	220	117	71	156	177	184	77	32
B19R06C03	19-3-6	Hs~MGC:BC012333.1~uORF:IOH12139	545	470	667	357	547	481	863	592	1031	315
B19R06C04	19-4-6	Hs~MGC:BC012333.1~uORF:IOH12139	596	420	666	386	440	505	951	505	932	491
B19R06C05	19-5-6	Hs~MGC:BC012056.1~uORF:IOH13300	618	500	737	521	355	551	990	389	1240	296
B19R06C06	19-6-6	Hs~MGC:BC012056.1~uORF:IOH13300	650	481	683	557	547	568	1018	373	1170	152
B19R06C07	19-7-6	Hs~MGC:BC015912.1~uORF:IOH13084	479	504	613	375	252	551	780	428	875	46
B19R06C08	19-8-6	Hs~MGC:BC015912.1~uORF:IOH13084	461	492	626	389	257	484	779	474	828	444
B19R06C09	19-9-6	Hs~MGC:BC010394.1~uORF:IOH12343	448	410	542	332	236	461	730	427	859	295
B19R06C10	19-10-6	Hs~MGC:BC010394.1~uORF:IOH12343	412	388	570	367	504	555	772	453	816	282
B19R06C11	19-11-6	Hs~Ref:NM_138334.1~uORF:IOH40016	783	712	1695	425	508	23809	1075	450	1724	343
B19R06C12	19-12-6	Hs~Ref:NM_138334.1~uORF:IOH40016	763	725	1650	471	365	24831	1064	450	1708	374
B19R06C13	19-13-6	Hs~MGC:BC064545.1~uORF:IOH39915	859	975	1176	959	685	2853	2405	632	2024	264
B19R06C14	19-14-6	Hs~MGC:BC064545.1~uORF:IOH39915	1062	937	1243	1052	709	2970	2392	692	2317	453
B19R06C15	19-15-6	Hs~MGC:BC066364.1~uORF:IOH39987	781	451	796	382	426	757	760	441	848	380
B19R06C16	19-16-6	Hs~MGC:BC066364.1~uORF:IOH39987	536	451	723	543	428	787	713	445	62	342
B19R06C17	19-17-6	Hs~Ref:NM_033495.2~uORF:IOH40892	432	347	376	269	187	2214	530	315	101	210
B19R06C18	19-18-6	Hs~Ref:NM_033495.2~uORF:IOH40892	591	364	418	282	314	770	510	354	26	215
B19R06C19	19-19-6	Hs~MGC:BC013900.1~uORF:IOH27818	1221	959	1158	1116	1241	2122	1294	1345	2215	2296
B19R06C20	19-20-6	Hs~MGC:BC013900.1~uORF:IOH27818	1178	990	1153	1098	1228	2183	1299	1235	2086	2349
B19R06C21	19-21-6	Hs~MGC:BC035969.1~uORF:IOH27974	566	391	457	335	311	463	710	462	853	426
B19R06C22	19-22-6	Hs~MGC:BC035969.1~uORF:IOH27974	540	369	496	332	320	434	702	421	759	12
B19R07C01	19-1-7	Hs~MGC:BC009251.1~uORF:IOH27776	506	1035	491	251	761	495	767	343	584	228
B19R07C02	19-2-7	Hs~MGC:BC009251.1~uORF:IOH27776	499	1107	478	269	430	536	803	317	730	207
B19R07C03	19-3-7	Hs~MGC:BC035968.1~uORF:IOH27970	623	705	595	696	410	1111	1492	484	1215	296
B19R07C04	19-4-7	Hs~MGC:BC035968.1~uORF:IOH27970	620	689	596	632	427	1062	1528	521	1240	298
B19R07C05	19-5-7	Hs~MGC:BC051031.1~uORF:IOH26563	1438	3226	2128	1917	1318	791	3040	554	1498	337
B19R07C06	19-6-7	Hs~MGC:BC051031.1~uORF:IOH26563	1683	3274	1933	2089	1402	885	3146	547	1558	327
B19R07C07	19-7-7	Hs~MGC:BC000157.2~uORF:IOH2943	3586	2457	2436	959	1101	1487	6513	843	2168	730
B19R07C08	19-8-7	Hs~MGC:BC000157.2~uORF:IOH2943	3387	2354	2211	984	1044	1678	6265	863	2201	700
B19R07C09	19-9-7	Hs~MGC:BC041563.1~uORF:IOH28055	398	490	956	477	602	510	7106	1290	1718	328
B19R07C10	19-10-7	Hs~MGC:BC041563.1~uORF:IOH28055	399	480	941	450	576	530	6990	1253	1660	287
B19R07C11	19-11-7	Hs~MGC:BC000934.2~uORF:IOH2996	3183	1122	1984	1012	1033	1869	16636	965	3090	878
B19R07C12	19-12-7	Hs~MGC:BC000934.2~uORF:IOH2996	3263	1123	1983	1057	1084	2015	16430	987	3079	1035
B19R07C13	19-13-7	Hs~Ref:XM_371167.3~uORF:IOH43598	1025	1106	1427	887	1184	1169	1773	1054	2781	910
B19R07C14	19-14-7	Hs~Ref:XM_371167.3~uORF:IOH43598	1340	1075	1395	1149	1063	1130	1693	1026	2854	936
B19R07C15	19-15-7	Hs~Ref:NM_175571.2~uORF:IOH44212	3278	1898	2139	1294	1813	2509	4238	1369	2921	868
B19R07C16	19-16-7	Hs~Ref:NM_175571.2~uORF:IOH44212	3182	1879	2190	1413	1826	2290	4151	1336	3383	873
B19R07C17	19-17-7	Hs~Ref:XM_085236.6~uORF:IOH43659	1585	1078	1685	818	1221	1430	1560	1349	2434	970
B19R07C18	19-18-7	Hs~Ref:XM_085236.6~uORF:IOH43659	1582	1133	1709	786	1180	1285	1565	1298	2359	953
B19R07C19	19-19-7	Hs~Ref:XM_379114.1~uORF:IOH42885	10309	8720	7436	10959	9595	11137	7869	18053	5577	4232
B19R07C20	19-20-7	Hs~Ref:XM_379114.1~uORF:IOH42885	10830	9345	7160	10674	9693	11181	7815	18534	5510	4344
B19R07C21	19-21-7	Hs~Ref:NM_016207.2~uORF:IOH14059	7005	11535	6480	6535	4605	6047	7377	4430	8071	6111
B19R07C22	19-22-7	Hs~Ref:NM_016207.2~uORF:IOH14059	6860	11114	6342	6415	4626	6041	7355	4271	8319	5977
B19R08C01	19-1-8	Hs~MGC:BC021561.1~uORF:IOH14131	2759	1306	2183	1171	1929	1443	4705	1314	3186	703
B19R08C02	19-2-8	Hs~MGC:BC021561.1~uORF:IOH14131	2858	1284	2168	1248	2001	1438	4797	1325	3319	733
B19R08C03	19-3-8	Hs~Ref:NM_005347.2~uORF:IOH14762	1097	890	1681	961	1070	922	1350	914	2820	553
B19R08C04	19-4-8	Hs~Ref:NM_005347.2~uORF:IOH14762	1098	891	1570	1024	1068	927	1343	851	2869	636
B19R08C05	19-5-8	Hs~MGC:BC028840.1~uORF:IOH13887	1846	1452	3253	2150	1556	1615	1916	4458	9360	510
B19R08C06	19-6-8	Hs~MGC:BC028840.1~uORF:IOH13887	2077	1482	3165	2274	1527	1696	1910	4308	10097	525
B19R08C07	19-7-8	Hs~MGC:BC017810.1~uORF:IOH12948	1978	909	1770	1093	3138	3181	1805	622	2251	516
B19R08C08	19-8-8	Hs~MGC:BC017810.1~uORF:IOH12948	1935	934	1752	1088	3266	3472	1916	656	2320	443
B19R08C09	19-9-8	Hs~Ref:NM_000327.2~uORF:IOH3307	502	507	878	411	526	442	1595	1203	1212	157
B19R08C10	19-10-8	Hs~Ref:NM_000327.2~uORF:IOH3307	533	498	954	404	521	451	1569	1135	1103	244
B19R08C11	19-11-8	Hs~MGC:BC031068.1~uORF:IOH22548	2105	1170	1256	1953	1253	3688	2086	1347	4656	326
B19R08C12	19-12-8	Hs~MGC:BC031068.1~uORF:IOH22548	2048	1152	1266	1931	1327	3846	2069	1432	5157	386
B19R08C13	19-13-8	Hs~Ref:NM_018107.2~uORF:IOH4028	730	735	3007	1320	1708	1877	924	1319	1954	608
B19R08C14	19-14-8	Hs~Ref:NM_018107.2~uORF:IOH4028	830	727	2978	1375	1722	1951	939	1369	1958	607
B19R08C15	19-15-8	Hs~Ref:NM_016041.1~uORF:IOH14205	302	296	360	288	244	418	715	282	452	240
B19R08C16	19-16-8	Hs~Ref:NM_016041.1~uORF:IOH14205	379	303	411	345	231	485	662	286	381	198
B19R08C17	19-17-8	Hs~Ref:NM_005851.2~uORF:IOH5446	4172	978	2163	1881	845	1380	2194	1200	3298	522
B19R08C18	19-18-8	Hs~Ref:NM_005851.2~uORF:IOH5446	4194	987	2117	1822	839	1362	2199	1211	3314	537
B19R08C19	19-19-8	Hs~Ref:NM_004223.1~uORF:IOH21743	428	12096	383	642	331	3227	552	329	824	215
B19R08C20	19-20-8	Hs~Ref:NM_004223.1~uORF:IOH21743	443	12796	429	652	336	3233	561	341	742	145
B19R08C21	19-21-8	Hs~Ref:NM_004066.1~uORF:IOH22566	937	530	582	1169	347	560	735	509	960	1650
B19R08C22	19-22-8	Hs~Ref:NM_004066.1~uORF:IOH22566	882	515	634	1085	380	539	809	569	881	1701
