id	position	name	GSM2522670
B45R06C08	45-8-6	Hs~Ref:NM_033481.2~uORF:IOH45897	141
B45R06C09	45-9-6	Hs~Ref:NM_007310.1~uORF:IOH45773	316
B45R06C10	45-10-6	Hs~Ref:NM_007310.1~uORF:IOH45773	296
B45R06C11	45-11-6	Hs~MGC:BC001801.1~uORF:IOH4461	612
B45R06C12	45-12-6	Hs~MGC:BC001801.1~uORF:IOH4461	569
B45R06C13	45-13-6	Hs~Ref:NM_014487.2~uORF:IOH4416	299
B45R06C14	45-14-6	Hs~Ref:NM_014487.2~uORF:IOH4416	417
B45R06C15	45-15-6	Hs~MGC:BC000718.1~uORF:IOH4584	454
B45R06C16	45-16-6	Hs~MGC:BC000718.1~uORF:IOH4584	438
B45R06C17	45-17-6	Hs~MGC:BC015221.1~uORF:IOH11566	143
B45R06C18	45-18-6	Hs~MGC:BC015221.1~uORF:IOH11566	158
B45R06C19	45-19-6	Hs~Ref:NM_006861.2~uORF:IOH10011	103
B45R06C20	45-20-6	Hs~Ref:NM_006861.2~uORF:IOH10011	225
B45R06C21	45-21-6	Hs~Ref:NM_021252.2~uORF:IOH10139	195
B45R06C22	45-22-6	Hs~Ref:NM_021252.2~uORF:IOH10139	113
B45R07C01	45-1-7	Hs~Ref:NM_016530.1~uORF:IOH12810	240
B45R07C02	45-2-7	Hs~Ref:NM_016530.1~uORF:IOH12810	301
B45R07C03	45-3-7	Hs~MGC:BC008950.2~uORF:IOH56909	188
B45R07C04	45-4-7	Hs~MGC:BC008950.2~uORF:IOH56909	141
B45R07C05	45-5-7	Hs~Ref:NM_020990.2~uORF:IOH5022	716
B45R07C06	45-6-7	Hs~Ref:NM_020990.2~uORF:IOH5022	179
B45R07C07	45-7-7	Hs~MGC:BC007023.1~uORF:IOH7270	525
B45R07C08	45-8-7	Hs~MGC:BC007023.1~uORF:IOH7270	432
B45R07C09	45-9-7	Hs~MGC:BC007462.1~uORF:IOH7287	425
B45R07C10	45-10-7	Hs~MGC:BC007462.1~uORF:IOH7287	134
B45R07C11	45-11-7	Hs~Ref:NM_006374.2~uORF:IOH6735	750
B45R07C12	45-12-7	Hs~Ref:NM_006374.2~uORF:IOH6735	747
B45R07C13	45-13-7	Hs~MGC:BC016645.2~uORF:IOH25785	602
B45R07C14	45-14-7	Hs~MGC:BC016645.2~uORF:IOH25785	544
B45R07C15	45-15-7	Hs~MGC:BC022967.1~uORF:IOH11792	374
B45R07C16	45-16-7	Hs~MGC:BC022967.1~uORF:IOH11792	458
B45R07C17	45-17-7	Hs~Ref:NM_030770.1~uORF:IOH39634	177
B45R07C18	45-18-7	Hs~Ref:NM_030770.1~uORF:IOH39634	47
B45R07C19	45-19-7	Hs~Ref:NM_020444.2~uORF:IOH12012	3873
B45R07C20	45-20-7	Hs~Ref:NM_020444.2~uORF:IOH12012	3558
B45R07C21	45-21-7	Hs~Ref:NM_001616.2~N/A	1516
B45R07C22	45-22-7	Hs~Ref:NM_001616.2~N/A	1499
B45R08C01	45-1-8	Hs~Ref:NM_004383.1~N/A	95
B45R08C02	45-2-8	Hs~Ref:NM_004383.1~N/A	144
B45R08C03	45-3-8	Hs~Ref:NM_005235.1~N/A	218
B45R08C04	45-4-8	Hs~Ref:NM_005235.1~N/A	490
B45R08C05	45-5-8	Hs~Ref:NM_004444.2~N/A	541
B45R08C06	45-6-8	Hs~Ref:NM_004444.2~N/A	604
B45R08C07	45-7-8	Hs~MGC:BC011821.1~uORF:IOH14728	372
B45R08C08	45-8-8	Hs~MGC:BC011821.1~uORF:IOH14728	462
B45R08C09	45-9-8	Hs~Ref:NM_002677.1~uORF:IOH27101	413
B45R08C10	45-10-8	Hs~Ref:NM_002677.1~uORF:IOH27101	423
B45R08C11	45-11-8	Hs~MGC:BC033824.1~uORF:IOH21887	332
B45R08C12	45-12-8	Hs~MGC:BC033824.1~uORF:IOH21887	169
B45R08C13	45-13-8	Hs~MGC:BC030767.1~uORF:IOH22043	292
B45R08C14	45-14-8	Hs~MGC:BC030767.1~uORF:IOH22043	304
B45R08C15	45-15-8	Hs~Ref:NM_002515.2~uORF:IOH45733	905
B45R08C16	45-16-8	Hs~Ref:NM_002515.2~uORF:IOH45733	900
B45R08C17	45-17-8	Hs~Ref:NM_021014.2~uORF:IOH43685	860
B45R08C18	45-18-8	Hs~Ref:NM_021014.2~uORF:IOH43685	825
B45R08C19	45-19-8	Hs~Ref:NM_018945.3~uORF:IOH45738	722
B45R08C20	45-20-8	Hs~Ref:NM_018945.3~uORF:IOH45738	565
B45R08C21	45-21-8	Hs~MGC:BC028295.1~uORF:IOH25815	446
B45R08C22	45-22-8	Hs~MGC:BC028295.1~uORF:IOH25815	329
B45R09C01	45-1-9	Hs~MGC:BC009894.2~uORF:IOH14557	4405
B45R09C02	45-2-9	Hs~MGC:BC009894.2~uORF:IOH14557	4601
B45R09C03	45-3-9	Hs~MGC:BC031688.1~uORF:IOH22878	142
B45R09C04	45-4-9	Hs~MGC:BC031688.1~uORF:IOH22878	162
B45R09C05	45-5-9	Hs~MGC:BC019883.1~uORF:IOH11101	311
B45R09C06	45-6-9	Hs~MGC:BC019883.1~uORF:IOH11101	234
B45R09C07	45-7-9	Hs~Ref:NM_000499.2~uORF:IOH10675	267
B45R09C08	45-8-9	Hs~Ref:NM_000499.2~uORF:IOH10675	111
B45R09C09	45-9-9	Hs~MGC:BC007693.1~uORF:IOH6315	519
B45R09C10	45-10-9	Hs~MGC:BC007693.1~uORF:IOH6315	557
B45R09C11	45-11-9	Hs~MGC:BC001772.1~uORF:IOH4925	1304
B45R09C12	45-12-9	Hs~MGC:BC001772.1~uORF:IOH4925	1388
B45R09C13	45-13-9	Hs~MGC:BC008790.1~uORF:IOH6239	232
B45R09C14	45-14-9	Hs~MGC:BC008790.1~uORF:IOH6239	241
B45R09C15	45-15-9	Hs~MGC:BC005029.1~uORF:IOH6657	276
B45R09C16	45-16-9	Hs~MGC:BC005029.1~uORF:IOH6657	405
B45R09C17	45-17-9	Hs~MGC:BC068070.1~uORF:IOH40777	432
B45R09C18	45-18-9	Hs~MGC:BC068070.1~uORF:IOH40777	419
B45R09C19	45-19-9	Hs~Ref:NM_004669.2~uORF:IOH46100	185
B45R09C20	45-20-9	Hs~Ref:NM_004669.2~uORF:IOH46100	219
B45R09C21	45-21-9	Hs~Ref:NM_005898.4~uORF:IOH46168	2291
B45R09C22	45-22-9	Hs~Ref:NM_005898.4~uORF:IOH46168	2250
B45R10C01	45-1-10	Hs~MGC:BC022893.1~uORF:IOH46101	1629
B45R10C02	45-2-10	Hs~MGC:BC022893.1~uORF:IOH46101	1678
B45R10C03	45-3-10	Hs~MGC:BC020596.1~uORF:IOH12740	269
B45R10C04	45-4-10	Hs~MGC:BC020596.1~uORF:IOH12740	279
B45R10C05	45-5-10	Hs~MGC:BC062323.1~uORF:IOH40678	310
B45R10C06	45-6-10	Hs~MGC:BC062323.1~uORF:IOH40678	387
B45R10C07	45-7-10	Hs~Ref:NM_177938.1~uORF:IOH40630	638
B45R10C08	45-8-10	Hs~Ref:NM_177938.1~uORF:IOH40630	408
B45R10C09	45-9-10	Hs~Ref:NM_144679.1~uORF:IOH40679	842
B45R10C10	45-10-10	Hs~Ref:NM_144679.1~uORF:IOH40679	850
B45R10C11	45-11-10	GST1	109
B45R10C12	45-12-10	GST1	5
B45R10C13	45-13-10	GST2	85
B45R10C14	45-14-10	GST2	41
B45R10C15	45-15-10	GST3	9
B45R10C16	45-16-10	GST3	5
B45R10C17	45-17-10	GST4	27
B45R10C18	45-18-10	GST4	103
B45R10C19	45-19-10	Anti-HumanIgA1~N/A	9881
B45R10C20	45-20-10	Anti-HumanIgA1~N/A	9493
B45R10C21	45-21-10	Anti-HumanIgA2~N/A	16612
B45R10C22	45-22-10	Anti-HumanIgA2~N/A	17416
B45R11C01	45-1-11	AlexaAntiMouseAb~N/A	27468
B45R11C02	45-2-11	AlexaAntiMouseAb~N/A	29315
B45R11C03	45-3-11	MAPKAP~N/A	40
B45R11C04	45-4-11	MAPKAP~N/A	40
B45R11C05	45-5-11	Buffer	26
B45R11C06	45-6-11	Buffer	31
B45R11C07	45-7-11	BSA~N/A	11251
B45R11C08	45-8-11	BSA~N/A	12061
B45R11C09	45-9-11	Anti-HumanIgG1~N/A	2017
B45R11C10	45-10-11	Anti-HumanIgG1~N/A	2194
B45R11C11	45-11-11	Anti-HumanIgG2~N/A	3504
B45R11C12	45-12-11	Anti-HumanIgG2~N/A	3648
B45R11C13	45-13-11	Anti-HumanIgG3~N/A	5890
B45R11C14	45-14-11	Anti-HumanIgG3~N/A	6860
B45R11C15	45-15-11	Anti-HumanIgG4~N/A	13133
B45R11C16	45-16-11	Anti-HumanIgG4~N/A	13050
B45R11C17	45-17-11	AntiBiotinAb~N/A	14640
B45R11C18	45-18-11	AntiBiotinAb~N/A	14175
B45R11C19	45-19-11	Buffer	4
B45R11C20	45-20-11	Buffer	21
B45R11C21	45-21-11	Hs~MGC:BC033529.2~uORF:IOH27634	156
B45R11C22	45-22-11	Hs~MGC:BC033529.2~uORF:IOH27634	81
B45R12C01	45-1-12	Hs~MGC:BC053545.1~uORF:IOH28972	872
B45R12C02	45-2-12	Hs~MGC:BC053545.1~uORF:IOH28972	807
B45R12C03	45-3-12	Hs~MGC:BC000870.1~uORF:IOH3246	788
B45R12C04	45-4-12	Hs~MGC:BC000870.1~uORF:IOH3246	72
B45R12C05	45-5-12	Hs~Ref:NM_057089.1~uORF:IOH4579	235
B45R12C06	45-6-12	Hs~Ref:NM_057089.1~uORF:IOH4579	220
B45R12C07	45-7-12	Hs~Ref:NM_006519.1~uORF:IOH23129	337
B45R12C08	45-8-12	Hs~Ref:NM_006519.1~uORF:IOH23129	340
B45R12C09	45-9-12	Hs~MGC:BC033710.1~uORF:IOH21756	949
B45R12C10	45-10-12	Hs~MGC:BC033710.1~uORF:IOH21756	943
B45R12C11	45-11-12	Hs~MGC:BC010155.2~uORF:IOH12990	1343
B45R12C12	45-12-12	Hs~MGC:BC010155.2~uORF:IOH12990	1372
B45R12C13	45-13-12	Hs~Ref:NM_015973.1~uORF:IOH21513	383
B45R12C14	45-14-12	Hs~Ref:NM_015973.1~uORF:IOH21513	382
B45R12C15	45-15-12	Hs~Ref:NM_001092.3~uORF:IOH39490	1190
B45R12C16	45-16-12	Hs~Ref:NM_001092.3~uORF:IOH39490	1204
B45R12C17	45-17-12	Hs~Ref:NM_002714.2~uORF:IOH39632	3538
B45R12C18	45-18-12	Hs~Ref:NM_002714.2~uORF:IOH39632	3966
B45R12C19	45-19-12	Hs~Ref:NM_001002021.1~uORF:IOH6659	737
B45R12C20	45-20-12	Hs~Ref:NM_001002021.1~uORF:IOH6659	531
B45R12C21	45-21-12	Hs~Ref:NM_005825.2~uORF:IOH39691	779
B45R12C22	45-22-12	Hs~Ref:NM_005825.2~uORF:IOH39691	791
B45R13C01	45-1-13	Hs~Ref:NM_006110.1~uORF:IOH3469	463
B45R13C02	45-2-13	Hs~Ref:NM_006110.1~uORF:IOH3469	151
B45R13C03	45-3-13	Hs~MGC:BC007606.1~uORF:IOH6915	285
B45R13C04	45-4-13	Hs~MGC:BC007606.1~uORF:IOH6915	370
B45R13C05	45-5-13	Hs~Ref:NM_002044.1~uORF:IOH4633	394
B45R13C06	45-6-13	Hs~Ref:NM_002044.1~uORF:IOH4633	215
B45R13C07	45-7-13	Hs~Ref:NM_000269.1~uORF:IOH6979	359
B45R13C08	45-8-13	Hs~Ref:NM_000269.1~uORF:IOH6979	380
B45R13C09	45-9-13	Hs~Ref:NM_024104.1~uORF:IOH3754	698
B45R13C10	45-10-13	Hs~Ref:NM_024104.1~uORF:IOH3754	644
B45R13C11	45-11-13	Hs~Ref:NM_004710.2~uORF:IOH3613	308
B45R13C12	45-12-13	Hs~Ref:NM_004710.2~uORF:IOH3613	240
B45R13C13	45-13-13	Hs~Ref:NM_004060.2~uORF:IOH4393	329
B45R13C14	45-14-13	Hs~Ref:NM_004060.2~uORF:IOH4393	352
B45R13C15	45-15-13	Hs~Ref:NM_003021.2~uORF:IOH3498	468
B45R13C16	45-16-13	Hs~Ref:NM_003021.2~uORF:IOH3498	583
B45R13C17	45-17-13	Hs~MGC:BC020605.1~uORF:IOH12851	203
B45R13C18	45-18-13	Hs~MGC:BC020605.1~uORF:IOH12851	205
B45R13C19	45-19-13	Hs~Ref:NM_054023.2~uORF:IOH12827	198
B45R13C20	45-20-13	Hs~Ref:NM_054023.2~uORF:IOH12827	191
B45R13C21	45-21-13	Hs~MGC:BC017969.1~uORF:IOH12941	339
B45R13C22	45-22-13	Hs~MGC:BC017969.1~uORF:IOH12941	203
B45R14C01	45-1-14	Hs~MGC:BC012026.1~uORF:IOH10767	595
B45R14C02	45-2-14	Hs~MGC:BC012026.1~uORF:IOH10767	1422
B45R14C03	45-3-14	Hs~Ref:NM_175862.2~uORF:IOH53922	535
B45R14C04	45-4-14	Hs~Ref:NM_175862.2~uORF:IOH53922	2184
B45R14C05	45-5-14	Hs~Ref:NM_001221.2~uORF:IOH54032	392
B45R14C06	45-6-14	Hs~Ref:NM_001221.2~uORF:IOH54032	420
B45R14C07	45-7-14	Hs~Ref:NM_003584.1~uORF:IOH53923	364
B45R14C08	45-8-14	Hs~Ref:NM_003584.1~uORF:IOH53923	431
B45R14C09	45-9-14	Hs~Ref:NM_007161.2~uORF:IOH58659	237
B45R14C10	45-10-14	Hs~Ref:NM_007161.2~uORF:IOH58659	269
B45R14C11	45-11-14	Hs~MGC:BC028954.1~uORF:IOH28639	433
B45R14C12	45-12-14	Hs~MGC:BC028954.1~uORF:IOH28639	470
B45R14C13	45-13-14	Hs~MGC:BC009195.2~uORF:IOH12344	282
B45R14C14	45-14-14	Hs~MGC:BC009195.2~uORF:IOH12344	321
B45R14C15	45-15-14	Hs~Ref:NM_004936.2~uORF:IOH12785	228
B45R14C16	45-16-14	Hs~Ref:NM_004936.2~uORF:IOH12785	174
B45R14C17	45-17-14	Hs~Ref:NM_030952.1~uORF:IOH21129	885
B45R14C18	45-18-14	Hs~Ref:NM_030952.1~uORF:IOH21129	728
B45R14C19	45-19-14	Hs~MGC:BC039337.1~uORF:IOH62273	654
B45R14C20	45-20-14	Hs~MGC:BC039337.1~uORF:IOH62273	596
B45R14C21	45-21-14	Hs~MGC:BC030025.1~uORF:IOH62095	137
B45R14C22	45-22-14	Hs~MGC:BC030025.1~uORF:IOH62095	199
B45R15C01	45-1-15	Hs~MGC:BC036064.1~uORF:IOH62147	92
B45R15C02	45-2-15	Hs~MGC:BC036064.1~uORF:IOH62147	17
B45R15C03	45-3-15	Hs~MGC:BC093864.1~uORF:IOH62000	347
B45R15C04	45-4-15	Hs~MGC:BC093864.1~uORF:IOH62000	305
B45R15C05	45-5-15	Hs~MGC:BC039317.1~uORF:IOH28723	280
B45R15C06	45-6-15	Hs~MGC:BC039317.1~uORF:IOH28723	204
B45R15C07	45-7-15	Hs~MGC:BC033034.2~uORF:IOH28643	312
B45R15C08	45-8-15	Hs~MGC:BC033034.2~uORF:IOH28643	263
B45R15C09	45-9-15	Hs~MGC:BC057770.1~uORF:IOH29234	344
B45R15C10	45-10-15	Hs~MGC:BC057770.1~uORF:IOH29234	225
B45R15C11	45-11-15	Hs~MGC:BC011776.1~uORF:IOH13876	364
B45R15C12	45-12-15	Hs~MGC:BC011776.1~uORF:IOH13876	338
B45R15C13	45-13-15	Hs~IVGN:PM_2135~Ext:VIMENTIN~N/A	371
B45R15C14	45-14-15	Hs~IVGN:PM_2135~Ext:VIMENTIN~N/A	435
B45R15C15	45-15-15	Hs~Ref:NM_001259.5~CAT:PV4401	285
B45R15C16	45-16-15	Hs~Ref:NM_001259.5~CAT:PV4401	282
B45R15C17	45-17-15	Hs~Ref:NM_001025105.1~CAT:PV3850	1756
B45R15C18	45-18-15	Hs~Ref:NM_001025105.1~CAT:PV3850	1866
B45R15C19	45-19-15	Hs~Ref:NM_003318.3~CAT:PV3792	295
B45R15C20	45-20-15	Hs~Ref:NM_003318.3~CAT:PV3792	272
B45R15C21	45-21-15	Hs~Ref:NM_001031812.2~CAT:PV3838	380
B45R15C22	45-22-15	Hs~Ref:NM_001031812.2~CAT:PV3838	362
B45R16C01	45-1-16	Hs~Ref:NM_005157.2~CAT:P3049	1003
B45R16C02	45-2-16	Hs~Ref:NM_005157.2~CAT:P3049	872
B45R16C03	45-3-16	Hs~Ref:NM_000926.2~CAT:P2899	262
B45R16C04	45-4-16	Hs~Ref:NM_000926.2~CAT:P2899	246
B45R16C05	45-5-16	Hs~N/A:NM_005228.3~CAT:PV4803	393
B45R16C06	45-6-16	Hs~N/A:NM_005228.3~CAT:PV4803	364
B45R16C07	45-7-16	Hs~MGC:BC048970.1~uORF:IOH26893	861
B45R16C08	45-8-16	Hs~MGC:BC048970.1~uORF:IOH26893	829
B45R16C09	45-9-16	Hs~MGC:BC036908.1~uORF:IOH28734	813
B45R16C10	45-10-16	Hs~MGC:BC036908.1~uORF:IOH28734	902
B45R16C11	45-11-16	Hs~MGC:BC038241.1~uORF:IOH28735	438
B45R16C12	45-12-16	Hs~MGC:BC038241.1~uORF:IOH28735	401
B45R16C13	45-13-16	Hs~MGC:BC050538.1~uORF:IOH26922	514
B45R16C14	45-14-16	Hs~MGC:BC050538.1~uORF:IOH26922	486
B45R16C15	45-15-16	Hs~Ref:NM_003277.1~uORF:IOH3589	226
B45R16C16	45-16-16	Hs~Ref:NM_003277.1~uORF:IOH3589	55
B45R16C17	45-17-16	Hs~Ref:NM_001004.2~uORF:IOH6844	25
B45R16C18	45-18-16	Hs~Ref:NM_001004.2~uORF:IOH6844	26
B45R16C19	45-19-16	Hs~MGC:BC057772.1~uORF:IOH29154	401
B45R16C20	45-20-16	Hs~MGC:BC057772.1~uORF:IOH29154	243
B45R16C21	45-21-16	Hs~MGC:BC035875.2~uORF:IOH28741	469
B45R16C22	45-22-16	Hs~MGC:BC035875.2~uORF:IOH28741	469
B45R17C01	45-1-17	Hs~MGC:BC066256.1~uORF:IOH61852	353
B45R17C02	45-2-17	Hs~MGC:BC066256.1~uORF:IOH61852	691
B45R17C03	45-3-17	Hs~MGC:BC053371.1~uORF:IOH62445	610
B45R17C04	45-4-17	Hs~MGC:BC053371.1~uORF:IOH62445	258
B45R17C05	45-5-17	Hs~MGC:BC068518.1~uORF:IOH61668	287
B45R17C06	45-6-17	Hs~MGC:BC068518.1~uORF:IOH61668	96
B45R17C07	45-7-17	Hs~Ref:NM_001040633.1~uORF:IOH61663	276
B45R17C08	45-8-17	Hs~Ref:NM_001040633.1~uORF:IOH61663	330
B45R17C09	45-9-17	Hs~Ref:NM_016050.1~uORF:IOH4903	458
B45R17C10	45-10-17	Hs~Ref:NM_016050.1~uORF:IOH4903	458
B45R17C11	45-11-17	Hs~MGC:BC029388.1~uORF:IOH23167	595
B45R17C12	45-12-17	Hs~MGC:BC029388.1~uORF:IOH23167	553
B45R17C13	45-13-17	Hs~Ref:NM_000345.2~uORF:IOH14008	217
B45R17C14	45-14-17	Hs~Ref:NM_000345.2~uORF:IOH14008	259
B45R17C15	45-15-17	Hs~Ref:NM_013242.1~uORF:IOH5166	2111
B45R17C16	45-16-17	Hs~Ref:NM_013242.1~uORF:IOH5166	2081
B45R17C17	45-17-17	Hs~Ref:NM_014667.1~uORF:IOH29305	1319
B45R17C18	45-18-17	Hs~Ref:NM_014667.1~uORF:IOH29305	1392
B45R17C19	45-19-17	Hs~MGC:BC040173.1~uORF:IOH27622	265
B45R17C20	45-20-17	Hs~MGC:BC040173.1~uORF:IOH27622	142
B45R17C21	45-21-17	Hs~MGC:BC047765.1~uORF:IOH26665	195
B45R17C22	45-22-17	Hs~MGC:BC047765.1~uORF:IOH26665	107
B45R18C01	45-1-18	Hs~MGC:BC021987.2~uORF:IOH27886	309
B45R18C02	45-2-18	Hs~MGC:BC021987.2~uORF:IOH27886	659
B45R18C03	45-3-18	Hs~Ref:NM_030810.1~uORF:IOH4474	398
B45R18C04	45-4-18	Hs~Ref:NM_030810.1~uORF:IOH4474	282
B45R18C05	45-5-18	Hs~Ref:NM_016286.1~uORF:IOH4017	194
B45R18C06	45-6-18	Hs~Ref:NM_016286.1~uORF:IOH4017	243
B45R18C07	45-7-18	Hs~Ref:NM_007108.1~uORF:IOH14150	327
B45R18C08	45-8-18	Hs~Ref:NM_007108.1~uORF:IOH14150	189
B45R18C09	45-9-18	Hs~MGC:BC000190.1~uORF:IOH4410	510
B45R18C10	45-10-18	Hs~MGC:BC000190.1~uORF:IOH4410	564
B45R18C11	45-11-18	Hs~MGC:BC045640.1~uORF:IOH25879	349
B45R18C12	45-12-18	Hs~MGC:BC045640.1~uORF:IOH25879	214
B45R18C13	45-13-18	Hs~Ref:NM_178493.3~uORF:IOH29141	118
B45R18C14	45-14-18	Hs~Ref:NM_178493.3~uORF:IOH29141	302
B45R18C15	45-15-18	Hs~MGC:BC041132.1~uORF:IOH26140	882
B45R18C16	45-16-18	Hs~MGC:BC041132.1~uORF:IOH26140	844
B45R18C17	45-17-18	Hs~MGC:BC039583.2~uORF:IOH28773	157
B45R18C18	45-18-18	Hs~MGC:BC039583.2~uORF:IOH28773	146
B45R18C19	45-19-18	Hs~Ref:NM_182571.2~uORF:IOH57364	832
B45R18C20	45-20-18	Hs~Ref:NM_182571.2~uORF:IOH57364	756
B45R18C21	45-21-18	Hs~Ref:NM_052838.2~uORF:IOH12732	330
B45R18C22	45-22-18	Hs~Ref:NM_052838.2~uORF:IOH12732	358
B45R19C01	45-1-19	Hs~MGC:BC007014.1~uORF:IOH7141	361
B45R19C02	45-2-19	Hs~MGC:BC007014.1~uORF:IOH7141	248
B45R19C03	45-3-19	Hs~MGC:BC008902.2~uORF:IOH7022	723
B45R19C04	45-4-19	Hs~MGC:BC008902.2~uORF:IOH7022	-2
B45R19C05	45-5-19	Hs~Ref:NM_021123.1~uORF:IOH27363	310
B45R19C06	45-6-19	Hs~Ref:NM_021123.1~uORF:IOH27363	405
B45R19C07	45-7-19	Hs~MGC:BC010124.2~uORF:IOH22972	227
B45R19C08	45-8-19	Hs~MGC:BC010124.2~uORF:IOH22972	220
B45R19C09	45-9-19	Hs~MGC:BC032101.1~uORF:IOH22993	445
B45R19C10	45-10-19	Hs~MGC:BC032101.1~uORF:IOH22993	294
B45R19C11	45-11-19	Hs~MGC:NM_152614.1~uORF:IOH22756	470
B45R19C12	45-12-19	Hs~MGC:NM_152614.1~uORF:IOH22756	359
B45R19C13	45-13-19	Hs~MGC:BC034222.1~uORF:IOH21594	1
B45R19C14	45-14-19	Hs~MGC:BC034222.1~uORF:IOH21594	0
B45R19C15	45-15-19	Hs~Ref:NM_177924.1~uORF:IOH21469	353
B45R19C16	45-16-19	Hs~Ref:NM_177924.1~uORF:IOH21469	113
B45R19C17	45-17-19	Hs~Ref:NM_016588.2~uORF:IOH5242	485
B45R19C18	45-18-19	Hs~Ref:NM_016588.2~uORF:IOH5242	354
B45R19C19	45-19-19	Hs~MGC:BC013878.2~uORF:IOH27784	296
B45R19C20	45-20-19	Hs~MGC:BC013878.2~uORF:IOH27784	182
B45R19C21	45-21-19	Hs~MGC:BC053509.1~uORF:IOH29394	5
B45R19C22	45-22-19	Hs~MGC:BC053509.1~uORF:IOH29394	739
B45R20C01	45-1-20	Hs~MGC:BC000878.1~uORF:IOH3267	299
B45R20C02	45-2-20	Hs~MGC:BC000878.1~uORF:IOH3267	249
B45R20C03	45-3-20	Hs~Ref:NM_000262.1~uORF:IOH4589	1147
B45R20C04	45-4-20	Hs~Ref:NM_000262.1~uORF:IOH4589	1016
B45R20C05	45-5-20	Hs~Ref:NM_024314.1~uORF:IOH5409	1400
B45R20C06	45-6-20	Hs~Ref:NM_024314.1~uORF:IOH5409	1368
B45R20C07	45-7-20	Hs~Ref:NM_145050.1~uORF:IOH12883	-3
B45R20C08	45-8-20	Hs~Ref:NM_145050.1~uORF:IOH12883	-3
B45R20C09	45-9-20	Hs~MGC:NM_032550.1~uORF:IOH10814	355
B45R20C10	45-10-20	Hs~MGC:NM_032550.1~uORF:IOH10814	298
B45R20C11	45-11-20	Hs~MGC:BC016755.1~uORF:IOH12873	383
B45R20C12	45-12-20	Hs~MGC:BC016755.1~uORF:IOH12873	245
B45R20C13	45-13-20	Hs~Ref:NM_003115.2~uORF:IOH13054	388
B45R20C14	45-14-20	Hs~Ref:NM_003115.2~uORF:IOH13054	382
B45R20C15	45-15-20	Hs~MGC:BC017387.1~uORF:IOH13923	402
B45R20C16	45-16-20	Hs~MGC:BC017387.1~uORF:IOH13923	185
B45R20C17	45-17-20	Hs~Ref:NM_057161.2~uORF:IOH2157	111
B45R20C18	45-18-20	Hs~Ref:NM_057161.2~uORF:IOH2157	97
B45R20C19	45-19-20	Hs~MGC:BC010954.1~uORF:IOH13677	245
B45R20C20	45-20-20	Hs~MGC:BC010954.1~uORF:IOH13677	211
B45R20C21	45-21-20	Hs~Ref:NM_145304.1~uORF:IOH12701	137
B45R20C22	45-22-20	Hs~Ref:NM_145304.1~uORF:IOH12701	202
B45R21C01	45-1-21	Hs~MGC:BC060845.1~uORF:IOH29194	543
B45R21C02	45-2-21	Hs~MGC:BC060845.1~uORF:IOH29194	595
B45R21C03	45-3-21	Hs~MGC:BC059387.1~uORF:IOH29181	175
B45R21C04	45-4-21	Hs~MGC:BC059387.1~uORF:IOH29181	308
B45R21C05	45-5-21	Hs~MGC:BC009371.1~uORF:IOH13210	360
B45R21C06	45-6-21	Hs~MGC:BC009371.1~uORF:IOH13210	206
B45R21C07	45-7-21	Hs~Ref:NM_002233.1~uORF:IOH29649	249
B45R21C08	45-8-21	Hs~Ref:NM_002233.1~uORF:IOH29649	212
B45R21C09	45-9-21	Hs~Ref:CAD91166~CAT_10314-H08H-25	-4
B45R21C10	45-10-21	Hs~Ref:CAD91166~CAT_10314-H08H-25	201
B45R21C11	45-11-21	Internal_1007209	13
B45R21C12	45-12-21	Internal_1007209	12
B45R21C13	45-13-21	Hs~Ref:NP_001138.1~CAT_10691-H08H-25	-4
B45R21C14	45-14-21	Hs~Ref:NP_001138.1~CAT_10691-H08H-25	1
B45R21C15	45-15-21	Internal_1007209	2
B45R21C16	45-16-21	Internal_1007209	-3
B45R21C17	45-17-21	Hs~Ref:NP_001019799.1~CAT_10011-H02H-25	-4
B45R21C18	45-18-21	Hs~Ref:NP_001019799.1~CAT_10011-H02H-25	49
B45R21C19	45-19-21	Internal_1007209	8
B45R21C20	45-20-21	Internal_1007209	95
B45R21C21	45-21-21	Hs~IVGN:anti-hu-IgE~CAT_AHI0501~N/A	163
B45R21C22	45-22-21	Hs~IVGN:anti-hu-IgE~CAT_AHI0501~N/A	159
B45R22C01	45-1-22	ERa~N/A	1582
B45R22C02	45-2-22	ERa~N/A	1628
B45R22C03	45-3-22	PKCeta~N/A	391
B45R22C04	45-4-22	PKCeta~N/A	415
B45R22C05	45-5-22	Calmodulin~N/A	75
B45R22C06	45-6-22	Calmodulin~N/A	898
B45R22C07	45-7-22	V5control5~N/A	1061
B45R22C08	45-8-22	V5control5~N/A	892
B45R22C09	45-9-22	V5control4~N/A	259
B45R22C10	45-10-22	V5control4~N/A	3
B45R22C11	45-11-22	V5control3~N/A	246
B45R22C12	45-12-22	V5control3~N/A	89
B45R22C13	45-13-22	V5control2~N/A	16
B45R22C14	45-14-22	V5control2~N/A	23
B45R22C15	45-15-22	V5control1~N/A	10
B45R22C16	45-16-22	V5control1~N/A	-2
B45R22C17	45-17-22	CMK2A~N/A	293
B45R22C18	45-18-22	CMK2A~N/A	242
B45R22C19	45-19-22	ERa~N/A	1815
B45R22C20	45-20-22	ERa~N/A	1883
B45R22C21	45-21-22	AlexaAntiMouseAb~N/A	10436
