id	position	name	F635 Median	B635 Median	Intensity
B28R10C22	28-22-10	Anti-HumanIgA2~N/A	12878	46	12832
B28R11C01	28-1-11	AlexaAntiMouseAb~N/A	27369	66	27303
B28R11C02	28-2-11	AlexaAntiMouseAb~N/A	26019	71	25948
B28R11C03	28-3-11	MAPKAP~N/A	156	71	85
B28R11C04	28-4-11	MAPKAP~N/A	91	60	31
B28R11C05	28-5-11	Buffer	106	57	49
B28R11C06	28-6-11	Buffer	114	54	60
B28R11C07	28-7-11	BSA~N/A	6307	57	6250
B28R11C08	28-8-11	BSA~N/A	6606	54	6552
B28R11C09	28-9-11	Anti-HumanIgG1~N/A	1260	56	1204
B28R11C10	28-10-11	Anti-HumanIgG1~N/A	1403	53	1350
B28R11C11	28-11-11	Anti-HumanIgG2~N/A	1938	50	1888
B28R11C12	28-12-11	Anti-HumanIgG2~N/A	2325	51	2274
B28R11C13	28-13-11	Anti-HumanIgG3~N/A	3144	45	3099
B28R11C14	28-14-11	Anti-HumanIgG3~N/A	3982	42	3940
B28R11C15	28-15-11	Anti-HumanIgG4~N/A	7963	43	7920
B28R11C16	28-16-11	Anti-HumanIgG4~N/A	9056	44	9012
B28R11C17	28-17-11	AntiBiotinAb~N/A	10166	43	10123
B28R11C18	28-18-11	AntiBiotinAb~N/A	10196	43	10153
B28R11C19	28-19-11	Buffer	79	47	32
B28R11C20	28-20-11	Buffer	50	46	4
B28R11C21	28-21-11	Hs~MGC:BC022357.1~uORF:IOH14149	203	54	149
B28R11C22	28-22-11	Hs~MGC:BC022357.1~uORF:IOH14149	181	46	135
B28R12C01	28-1-12	Hs~MGC:BC044593.1~uORF:IOH26878	223	48	175
B28R12C02	28-2-12	Hs~MGC:BC044593.1~uORF:IOH26878	261	60	201
B28R12C03	28-3-12	Hs~MGC:BC050375.1~uORF:IOH26654	130	62	68
B28R12C04	28-4-12	Hs~MGC:BC050375.1~uORF:IOH26654	119	58	61
B28R12C05	28-5-12	Hs~MGC:BC050623.1~uORF:IOH27007	665	58	607
B28R12C06	28-6-12	Hs~MGC:BC050623.1~uORF:IOH27007	647	58	589
B28R12C07	28-7-12	Hs~MGC:BC011761.2~uORF:IOH13919	366	76	290
B28R12C08	28-8-12	Hs~MGC:BC011761.2~uORF:IOH13919	339	54	285
B28R12C09	28-9-12	Hs~Ref:NM_004240.2~uORF:IOH12722	496	63	433
B28R12C10	28-10-12	Hs~Ref:NM_004240.2~uORF:IOH12722	443	52	391
B28R12C11	28-11-12	Hs~Ref:NM_016451.3~uORF:IOH27122	671	109	562
B28R12C12	28-12-12	Hs~Ref:NM_016451.3~uORF:IOH27122	497	60	437
B28R12C13	28-13-12	Hs~Ref:NM_153332.2~uORF:IOH27323	186	55	131
B28R12C14	28-14-12	Hs~Ref:NM_153332.2~uORF:IOH27323	228	50	178
B28R12C15	28-15-12	Hs~MGC:BC101007.1~uORF:IOH63458	344	52	292
B28R12C16	28-16-12	Hs~MGC:BC101007.1~uORF:IOH63458	329	54	275
B28R12C17	28-17-12	Hs~MGC:BC096336.1~uORF:IOH63244	203	56	147
B28R12C18	28-18-12	Hs~MGC:BC096336.1~uORF:IOH63244	193	57	136
B28R12C19	28-19-12	Hs~MGC:BC024241.2~uORF:IOH11711	291	63	228
B28R12C20	28-20-12	Hs~MGC:BC024241.2~uORF:IOH11711	279	60	219
B28R12C21	28-21-12	Hs~MGC:BC103921.1~uORF:IOH63385	168	51	117
B28R12C22	28-22-12	Hs~MGC:BC103921.1~uORF:IOH63385	149	50	99
B28R13C01	28-1-13	Hs~Ref:NM_019592.5~uORF:IOH42829	46	47	-1
B28R13C02	28-2-13	Hs~Ref:NM_019592.5~uORF:IOH42829	394	183	211
B28R13C03	28-3-13	Hs~Ref:NM_139181.1~uORF:IOH42674	333	192	141
B28R13C04	28-4-13	Hs~Ref:NM_139181.1~uORF:IOH42674	243	58	185
B28R13C05	28-5-13	Hs~Ref:NM_033360.2~uORF:IOH44611	220	83	137
B28R13C06	28-6-13	Hs~Ref:NM_033360.2~uORF:IOH44611	143	52	91
B28R13C07	28-7-13	Hs~Ref:NM_018052.3~uORF:IOH41847	324	75	249
B28R13C08	28-8-13	Hs~Ref:NM_018052.3~uORF:IOH41847	273	77	196
B28R13C09	28-9-13	Hs~Ref:NM_002688.2~uORF:IOH12490	297	68	229
B28R13C10	28-10-13	Hs~Ref:NM_002688.2~uORF:IOH12490	169	124	45
B28R13C11	28-11-13	Hs~MGC:BC047620.1~uORF:IOH28815	309	62	247
B28R13C12	28-12-13	Hs~MGC:BC047620.1~uORF:IOH28815	240	66	174
B28R13C13	28-13-13	Hs~MGC:BC064945.1~uORF:IOH39953	343	58	285
B28R13C14	28-14-13	Hs~MGC:BC064945.1~uORF:IOH39953	282	58	224
B28R13C15	28-15-13	Hs~Ref:NM_172213.1~uORF:IOH35341	428	89	339
B28R13C16	28-16-13	Hs~Ref:NM_172213.1~uORF:IOH35341	195	62	133
B28R13C17	28-17-13	Hs~Ref:NM_006272.1~uORF:IOH4935	748	82	666
B28R13C18	28-18-13	Hs~Ref:NM_006272.1~uORF:IOH4935	626	65	561
B28R13C19	28-19-13	Hs~MGC:BC010369.1~uORF:IOH13610	324	68	256
B28R13C20	28-20-13	Hs~MGC:BC010369.1~uORF:IOH13610	693	148	545
B28R13C21	28-21-13	Hs~Ref:NM_138801.1~uORF:IOH10118	585	106	479
B28R13C22	28-22-13	Hs~Ref:NM_138801.1~uORF:IOH10118	164	53	111
B28R14C01	28-1-14	Hs~MGC:BC029520.1~uORF:IOH22574	222	43	179
B28R14C02	28-2-14	Hs~MGC:BC029520.1~uORF:IOH22574	176	51	125
B28R14C03	28-3-14	Hs~Ref:NM_138316.2~uORF:IOH59336	710	525	185
B28R14C04	28-4-14	Hs~Ref:NM_138316.2~uORF:IOH59336	676	77	599
B28R14C05	28-5-14	Hs~Ref:NM_001678.3~uORF:IOH59230	219	53	166
B28R14C06	28-6-14	Hs~Ref:NM_001678.3~uORF:IOH59230	196	50	146
B28R14C07	28-7-14	Hs~Ref:NM_003926.5~uORF:IOH59233	771	56	715
B28R14C08	28-8-14	Hs~Ref:NM_003926.5~uORF:IOH59233	635	91	544
B28R14C09	28-9-14	Hs~Ref:NM_004300.2~uORF:IOH54659	861	54	807
B28R14C10	28-10-14	Hs~Ref:NM_004300.2~uORF:IOH54659	781	52	729
B28R14C11	28-11-14	Hs~Ref:NM_178818.2~uORF:IOH36816	374	74	300
B28R14C12	28-12-14	Hs~Ref:NM_178818.2~uORF:IOH36816	144	47	97
B28R14C13	28-13-14	Hs~MGC:BC014225.2~uORF:IOH12178	248	49	199
B28R14C14	28-14-14	Hs~MGC:BC014225.2~uORF:IOH12178	126	58	68
B28R14C15	28-15-14	Hs~Ref:NM_001153.2~uORF:IOH4387	664	85	579
B28R14C16	28-16-14	Hs~Ref:NM_001153.2~uORF:IOH4387	616	118	498
B28R14C17	28-17-14	Hs~MGC:BC022368.1~uORF:IOH14722	99	52	47
B28R14C18	28-18-14	Hs~MGC:BC022368.1~uORF:IOH14722	101	56	45
B28R14C19	28-19-14	Hs~MGC:BC102021.1~uORF:IOH63591	584	61	523
B28R14C20	28-20-14	Hs~MGC:BC102021.1~uORF:IOH63591	564	178	386
B28R14C21	28-21-14	Hs~Ref:NM_001838.2~uORF:IOH60847	1376	56	1320
B28R14C22	28-22-14	Hs~Ref:NM_001838.2~uORF:IOH60847	1477	49	1428
B28R15C01	28-1-15	Hs~Ref:NM_153758.1~uORF:IOH35292	362	43	319
B28R15C02	28-2-15	Hs~Ref:NM_153758.1~uORF:IOH35292	378	42	336
B28R15C03	28-3-15	Hs~Ref:NM_001037293.1~uORF:IOH60135	192	46	146
B28R15C04	28-4-15	Hs~Ref:NM_001037293.1~uORF:IOH60135	182	48	134
B28R15C05	28-5-15	Hs~Ref:NM_006579.1~uORF:IOH11243	549	43	506
B28R15C06	28-6-15	Hs~Ref:NM_006579.1~uORF:IOH11243	555	42	513
B28R15C07	28-7-15	Hs~MGC:BC015468.1~uORF:IOH11236	211	42	169
B28R15C08	28-8-15	Hs~MGC:BC015468.1~uORF:IOH11236	185	44	141
B28R15C09	28-9-15	Hs~MGC:BC039244.1~uORF:IOH27185	547	69	478
B28R15C10	28-10-15	Hs~MGC:BC039244.1~uORF:IOH27185	438	49	389
B28R15C11	28-11-15	Hs~MGC:BC038422.1~uORF:IOH27448	499	69	430
B28R15C12	28-12-15	Hs~MGC:BC038422.1~uORF:IOH27448	533	61	472
B28R15C13	28-13-15	Hs~Ref:NM_005975.2~CAT:PV3291	45	44	1
B28R15C14	28-14-15	Hs~Ref:NM_005975.2~CAT:PV3291	35	43	-8
B28R15C15	28-15-15	Hs~Ref:NM_016457.3~CAT:PV3758	246	46	200
B28R15C16	28-16-15	Hs~Ref:NM_016457.3~CAT:PV3758	64	47	17
B28R15C17	28-17-15	Hs~Ref:NM_001014831.1~CAT:PV4212	185	43	142
B28R15C18	28-18-15	Hs~Ref:NM_001014831.1~CAT:PV4212	95	50	45
B28R15C19	28-19-15	Hs~Ref:NM_003845.1~CAT:PV3871	424	54	370
B28R15C20	28-20-15	Hs~Ref:NM_003845.1~CAT:PV3871	243	47	196
B28R15C21	28-21-15	Hs~Ref:NM_001006944.1~CAT:PV3782	503	52	451
B28R15C22	28-22-15	Hs~Ref:NM_001006944.1~CAT:PV3782	390	48	342
B28R16C01	28-1-16	Hs~Ref:NM_000589.2~CAT_PHC0045	232	43	189
B28R16C02	28-2-16	Hs~Ref:NM_000589.2~CAT_PHC0045	233	46	187
B28R16C03	28-3-16	Hs~Ref:NM_004302~CAT_PHC9285	65535	44	65491
B28R16C04	28-4-16	Hs~Ref:NM_004302~CAT_PHC9285	65535	43	65492
B28R16C05	28-5-16	Hs~Ref:NM_002989.2~CAT_PHC1475	902	41	861
B28R16C06	28-6-16	Hs~Ref:NM_002989.2~CAT_PHC1475	1016	40	976
B28R16C07	28-7-16	Hs~MGC:BC026229.1~uORF:IOH12750	131	53	78
B28R16C08	28-8-16	Hs~MGC:BC026229.1~uORF:IOH12750	121	60	61
B28R16C09	28-9-16	Hs~Ref:NM_024805.1~uORF:IOH13501	215	51	164
B28R16C10	28-10-16	Hs~Ref:NM_024805.1~uORF:IOH13501	166	87	79
B28R16C11	28-11-16	Hs~MGC:BC009478.1~uORF:IOH12273	273	73	200
B28R16C12	28-12-16	Hs~MGC:BC009478.1~uORF:IOH12273	217	95	122
B28R16C13	28-13-16	Hs~MGC:BC014774.1~uORF:IOH10280	458	43	415
B28R16C14	28-14-16	Hs~MGC:BC014774.1~uORF:IOH10280	459	44	415
B28R16C15	28-15-16	Hs~Ref:NM_001002255.1~uORF:IOH50186	513	44	469
B28R16C16	28-16-16	Hs~Ref:NM_001002255.1~uORF:IOH50186	467	43	424
B28R16C17	28-17-16	Hs~Ref:NM_001011540.1~uORF:IOH57331	593	43	550
B28R16C18	28-18-16	Hs~Ref:NM_001011540.1~uORF:IOH57331	583	45	538
B28R16C19	28-19-16	Hs~Ref:NM_001014439.1~uORF:IOH57350	643	45	598
B28R16C20	28-20-16	Hs~Ref:NM_001014439.1~uORF:IOH57350	707	47	660
B28R16C21	28-21-16	Hs~Ref:NM_006105.3~uORF:IOH11287	2039	49	1990
B28R16C22	28-22-16	Hs~Ref:NM_006105.3~uORF:IOH11287	1840	45	1795
B28R17C01	28-1-17	Hs~MGC:NM_152682.1~uORF:IOH10053	419	44	375
B28R17C02	28-2-17	Hs~MGC:NM_152682.1~uORF:IOH10053	440	42	398
B28R17C03	28-3-17	Hs~Ref:NM_138394.2~uORF:IOH14812	158	43	115
B28R17C04	28-4-17	Hs~Ref:NM_138394.2~uORF:IOH14812	166	43	123
B28R17C05	28-5-17	Hs~Ref:NM_006937.2~uORF:IOH13961	296	42	254
B28R17C06	28-6-17	Hs~Ref:NM_006937.2~uORF:IOH13961	289	42	247
B28R17C07	28-7-17	Hs~MGC:BC009313.1~uORF:IOH14080	127	51	76
B28R17C08	28-8-17	Hs~MGC:BC009313.1~uORF:IOH14080	97	46	51
B28R17C09	28-9-17	Hs~MGC:BC067221.1~uORF:IOH40763	207	41	166
B28R17C10	28-10-17	Hs~MGC:BC067221.1~uORF:IOH40763	154	43	111
B28R17C11	28-11-17	Hs~Ref:NM_013442.1~uORF:IOH5037	211	48	163
B28R17C12	28-12-17	Hs~Ref:NM_013442.1~uORF:IOH5037	154	50	104
B28R17C13	28-13-17	Hs~Ref:NM_207168.1~uORF:IOH40772	318	55	263
B28R17C14	28-14-17	Hs~Ref:NM_207168.1~uORF:IOH40772	163	43	120
B28R17C15	28-15-17	Hs~Ref:NM_152997.2~uORF:IOH40712	197	46	151
B28R17C16	28-16-17	Hs~Ref:NM_152997.2~uORF:IOH40712	121	53	68
B28R17C17	28-17-17	Hs~Ref:XM_379430.1~uORF:IOH43976	375	45	330
B28R17C18	28-18-17	Hs~Ref:XM_379430.1~uORF:IOH43976	363	46	317
B28R17C19	28-19-17	Hs~Ref:NM_004032.2~uORF:IOH43554	437	43	394
B28R17C20	28-20-17	Hs~Ref:NM_004032.2~uORF:IOH43554	461	46	415
B28R17C21	28-21-17	Hs~Ref:NM_057157.1~uORF:IOH41398	477	44	433
B28R17C22	28-22-17	Hs~Ref:NM_057157.1~uORF:IOH41398	462	107	355
B28R18C01	28-1-18	Hs~Ref:NM_004922.2~uORF:IOH38664	882	60	822
B28R18C02	28-2-18	Hs~Ref:NM_004922.2~uORF:IOH38664	825	44	781
B28R18C03	28-3-18	Hs~Ref:NM_030981.1~uORF:IOH29640	327	105	222
B28R18C04	28-4-18	Hs~Ref:NM_030981.1~uORF:IOH29640	180	46	134
B28R18C05	28-5-18	Hs~MGC:BC053578.1~uORF:IOH28934	400	45	355
B28R18C06	28-6-18	Hs~MGC:BC053578.1~uORF:IOH28934	368	43	325
B28R18C07	28-7-18	Hs~Ref:NM_000773.2~uORF:IOH29616	173	46	127
B28R18C08	28-8-18	Hs~Ref:NM_000773.2~uORF:IOH29616	194	42	152
B28R18C09	28-9-18	Hs~Ref:NM_003224.1~uORF:IOH29617	170	44	126
B28R18C10	28-10-18	Hs~Ref:NM_003224.1~uORF:IOH29617	88	59	29
B28R18C11	28-11-18	Hs~MGC:BC064391.1~uORF:IOH61736	565	44	521
B28R18C12	28-12-18	Hs~MGC:BC064391.1~uORF:IOH61736	579	44	535
B28R18C13	28-13-18	Hs~MGC:BC066343.1~uORF:IOH62507	42636	44	42592
B28R18C14	28-14-18	Hs~MGC:BC066343.1~uORF:IOH62507	44306	47	44259
B28R18C15	28-15-18	Hs~MGC:BC015546.1~uORF:IOH61714	335	162	173
B28R18C16	28-16-18	Hs~MGC:BC015546.1~uORF:IOH61714	304	130	174
B28R18C17	28-17-18	Hs~MGC:BC071563.1~uORF:IOH61664	307	60	247
B28R18C18	28-18-18	Hs~MGC:BC071563.1~uORF:IOH61664	246	56	190
B28R18C19	28-19-18	Hs~MGC:BC028415.1~uORF:IOH62097	436	55	381
B28R18C20	28-20-18	Hs~MGC:BC028415.1~uORF:IOH62097	411	54	357
B28R18C21	28-21-18	Hs~Ref:NM_000799.2~uORF:IOH61961	313	47	266
B28R18C22	28-22-18	Hs~Ref:NM_000799.2~uORF:IOH61961	292	43	249
B28R19C01	28-1-19	Hs~MGC:BC017012.1~uORF:IOH11877	488	78	410
B28R19C02	28-2-19	Hs~MGC:BC017012.1~uORF:IOH11877	443	46	397
B28R19C03	28-3-19	Hs~MGC:BC047741.1~uORF:IOH26659	386	45	341
B28R19C04	28-4-19	Hs~MGC:BC047741.1~uORF:IOH26659	402	42	360
B28R19C05	28-5-19	Hs~Ref:NM_005613.2~uORF:IOH4771	404	44	360
B28R19C06	28-6-19	Hs~Ref:NM_005613.2~uORF:IOH4771	424	44	380
B28R19C07	28-7-19	Hs~MGC:BC000784.1~uORF:IOH4711	299	45	254
B28R19C08	28-8-19	Hs~MGC:BC000784.1~uORF:IOH4711	329	46	283
B28R19C09	28-9-19	Hs~MGC:BC047486.1~uORF:IOH62402	140	43	97
B28R19C10	28-10-19	Hs~MGC:BC047486.1~uORF:IOH62402	63	48	15
B28R19C11	28-11-19	Hs~MGC:BC071591.1~uORF:IOH61669	314	80	234
B28R19C12	28-12-19	Hs~MGC:BC071591.1~uORF:IOH61669	177	43	134
B28R19C13	28-13-19	Hs~Ref:NM_023934.2~uORF:IOH40818	422	42	380
B28R19C14	28-14-19	Hs~Ref:NM_023934.2~uORF:IOH40818	420	43	377
B28R19C15	28-15-19	Hs~Ref:NM_024928.3~uORF:IOH12386	395	64	331
B28R19C16	28-16-19	Hs~Ref:NM_024928.3~uORF:IOH12386	411	258	153
B28R19C17	28-17-19	Hs~Ref:NM_017952.4~uORF:IOH40917	478	46	432
B28R19C18	28-18-19	Hs~Ref:NM_017952.4~uORF:IOH40917	394	48	346
B28R19C19	28-19-19	Hs~MGC:BC032866.2~uORF:IOH27132	312	80	232
B28R19C20	28-20-19	Hs~MGC:BC032866.2~uORF:IOH27132	367	130	237
B28R19C21	28-21-19	Hs~Ref:NM_080651.1~uORF:IOH3372	71	52	19
B28R19C22	28-22-19	Hs~Ref:NM_080651.1~uORF:IOH3372	117	47	70
B28R20C01	28-1-20	Hs~Ref:NM_138390.1~uORF:IOH3301	363	116	247
B28R20C02	28-2-20	Hs~Ref:NM_138390.1~uORF:IOH3301	312	104	208
B28R20C03	28-3-20	Hs~MGC:BC008253.1~uORF:IOH3366	211	48	163
B28R20C04	28-4-20	Hs~MGC:BC008253.1~uORF:IOH3366	279	71	208
B28R20C05	28-5-20	Hs~Ref:NM_004146.3~uORF:IOH4112	363	46	317
B28R20C06	28-6-20	Hs~Ref:NM_004146.3~uORF:IOH4112	383	45	338
B28R20C07	28-7-20	Hs~Ref:NM_181900.2~uORF:IOH40592	589	46	543
B28R20C08	28-8-20	Hs~Ref:NM_181900.2~uORF:IOH40592	554	45	509
B28R20C09	28-9-20	Hs~Ref:NM_022171.1~uORF:IOH40573	530	42	488
B28R20C10	28-10-20	Hs~Ref:NM_022171.1~uORF:IOH40573	539	41	498
B28R20C11	28-11-20	Hs~MGC:BC007811.2~uORF:IOH40618	40	40	0
B28R20C12	28-12-20	Hs~MGC:BC007811.2~uORF:IOH40618	40	39	1
B28R20C13	28-13-20	Hs~Ref:NM_015289.2~uORF:IOH40537	799	40	759
B28R20C14	28-14-20	Hs~Ref:NM_015289.2~uORF:IOH40537	772	40	732
B28R20C15	28-15-20	Hs~Ref:NM_001001482.1~uORF:IOH50094	814	43	771
B28R20C16	28-16-20	Hs~Ref:NM_001001482.1~uORF:IOH50094	788	44	744
B28R20C17	28-17-20	Hs~Ref:ENST00000400477~uORF:IOH50169	1020	42	978
B28R20C18	28-18-20	Hs~Ref:ENST00000400477~uORF:IOH50169	1004	45	959
B28R20C19	28-19-20	Hs~Ref:NM_178341.1~uORF:IOH50137	821	47	774
B28R20C20	28-20-20	Hs~Ref:NM_178341.1~uORF:IOH50137	801	46	755
B28R20C21	28-21-20	Hs~Ref:NM_016326.2~uORF:IOH50105	828	42	786
B28R20C22	28-22-20	Hs~Ref:NM_016326.2~uORF:IOH50105	1370	53	1317
B28R21C01	28-1-21	Hs~Ref:NM_001005732.1~uORF:IOH50122	1338	55	1283
B28R21C02	28-2-21	Hs~Ref:NM_001005732.1~uORF:IOH50122	1234	47	1187
B28R21C03	28-3-21	Hs~Ref:NM_014056.1~uORF:IOH50180	699	40	659
B28R21C04	28-4-21	Hs~Ref:NM_014056.1~uORF:IOH50180	705	42	663
B28R21C05	28-5-21	Hs~Ref:NM_181283.1~uORF:IOH50098	789	41	748
B28R21C06	28-6-21	Hs~Ref:NM_181283.1~uORF:IOH50098	860	41	819
B28R21C07	28-7-21	Hs~Ref:NM_001024.3~uORF:IOH50144	845	40	805
B28R21C08	28-8-21	Hs~Ref:NM_001024.3~uORF:IOH50144	879	40	839
B28R21C09	28-9-21	Hs~Ref:P20023-1~CAT_10811-H08H-25	36	39	-3
B28R21C10	28-10-21	Hs~Ref:P20023-1~CAT_10811-H08H-25	36	38	-2
B28R21C11	28-11-21	Internal_1007209	181	50	131
B28R21C12	28-12-21	Internal_1007209	75	40	35
B28R21C13	28-13-21	Hs~Ref:NP_055154.3~CAT_10895-H08H-25	237	40	197
B28R21C14	28-14-21	Hs~Ref:NP_055154.3~CAT_10895-H08H-25	225	40	185
B28R21C15	28-15-21	Internal_1007209	610	68	542
B28R21C16	28-16-21	Internal_1007209	551	51	500
B28R21C17	28-17-21	Hs~Ref:NP_061113.1~CAT_10511-H03H-25	1311	39	1272
B28R21C18	28-18-21	Hs~Ref:NP_061113.1~CAT_10511-H03H-25	1560	44	1516
B28R21C19	28-19-21	Internal_1007209	162	47	115
B28R21C20	28-20-21	Internal_1007209	42	41	1
B28R21C21	28-21-21	Internal_1007209	118	40	78
B28R21C22	28-22-21	Internal_1007209	55	55	0
B28R22C01	28-1-22	ERa~N/A	2741	60	2681
B28R22C02	28-2-22	ERa~N/A	2609	46	2563
B28R22C03	28-3-22	PKCeta~N/A	375	41	334
B28R22C04	28-4-22	PKCeta~N/A	430	40	390
B28R22C05	28-5-22	Calmodulin~N/A	699	39	660
B28R22C06	28-6-22	Calmodulin~N/A	930	38	892
B28R22C07	28-7-22	V5control5~N/A	8259	38	8221
B28R22C08	28-8-22	V5control5~N/A	8634	39	8595
B28R22C09	28-9-22	V5control4~N/A	324	40	284
B28R22C10	28-10-22	V5control4~N/A	922	48	874
B28R22C11	28-11-22	V5control3~N/A	598	62	536
B28R22C12	28-12-22	V5control3~N/A	58	43	15
B28R22C13	28-13-22	V5control2~N/A	195	48	147
B28R22C14	28-14-22	V5control2~N/A	74	43	31
B28R22C15	28-15-22	V5control1~N/A	197	53	144
B28R22C16	28-16-22	V5control1~N/A	92	48	44
B28R22C17	28-17-22	CMK2A~N/A	758	43	715
B28R22C18	28-18-22	CMK2A~N/A	633	43	590
B28R22C19	28-19-22	ERa~N/A	1762	44	1718
B28R22C20	28-20-22	ERa~N/A	1755	43	1712
B28R22C21	28-21-22	AlexaAntiMouseAb~N/A	7448	43	7405
B28R22C22	28-22-22	AlexaAntiMouseAb~N/A	8925	48	8877
B29R01C01	29-1-1	AlexaAntiMouseAb~N/A	30392	40	30352
B29R01C02	29-2-1	AlexaAntiMouseAb~N/A	31558	38	31520
B29R01C03	29-3-1	ERa~N/A	1787	37	1750
B29R01C04	29-4-1	ERa~N/A	1623	37	1586
B29R01C05	29-5-1	HumanIgG1~N/A	1156	36	1120
B29R01C06	29-6-1	HumanIgG1~N/A	1165	37	1128
B29R01C07	29-7-1	HumanIgG2~N/A	2532	37	2495
B29R01C08	29-8-1	HumanIgG2~N/A	2482	37	2445
B29R01C09	29-9-1	HumanIgG3~N/A	11088	39	11049
B29R01C10	29-10-1	HumanIgG3~N/A	11955	39	11916
B29R01C11	29-11-1	HumanIgG4~N/A	34559	41	34518
B29R01C12	29-12-1	HumanIgG4~N/A	35435	37	35398
B29R01C13	29-13-1	BiotinAb~N/A	336	36	300
B29R01C14	29-14-1	BiotinAb~N/A	346	35	311
B29R01C15	29-15-1	RanBP2deltaFG~N/A	330	34	296
B29R01C16	29-16-1	RanBP2deltaFG~N/A	317	35	282
B29R01C17	29-17-1	hMDM2~N/A	746	35	711
B29R01C18	29-18-1	hMDM2~N/A	720	36	684
B29R01C19	29-19-1	PKCeta~N/A	389	40	349
B29R01C20	29-20-1	PKCeta~N/A	389	42	347
B29R01C21	29-21-1	AlexaAntiMouseAb~N/A	31044	40	31004
B29R01C22	29-22-1	AlexaAntiMouseAb~N/A	33503	40	33463
B29R02C01	29-1-2	PKCeta~N/A	1203	38	1165
B29R02C02	29-2-2	PKCeta~N/A	1124	41	1083
B29R02C03	29-3-2	Buffer	341	37	304
B29R02C04	29-4-2	Buffer	372	44	328
B29R02C05	29-5-2	HumanIgA~N/A	17673	37	17636
B29R02C06	29-6-2	HumanIgA~N/A	18764	36	18728
B29R02C07	29-7-2	Buffer	115	38	77
B29R02C08	29-8-2	Buffer	112	37	75
B29R02C09	29-9-2	BSA~N/A	11037	40	10997
B29R02C10	29-10-2	BSA~N/A	10645	43	10602
B29R02C11	29-11-2	Hs~Ref:NM_152333.1~uORF:IOH41357	307	43	264
B29R02C12	29-12-2	Hs~Ref:NM_152333.1~uORF:IOH41357	400	39	361
B29R02C13	29-13-2	Hs~Ref:NM_017563.1~uORF:IOH43886	332	37	295
B29R02C14	29-14-2	Hs~Ref:NM_017563.1~uORF:IOH43886	296	37	259
B29R02C15	29-15-2	Hs~Ref:NM_014065.2~uORF:IOH43942	384	35	349
B29R02C16	29-16-2	Hs~Ref:NM_014065.2~uORF:IOH43942	373	36	337
B29R02C17	29-17-2	Hs~MGC:BC013883.1~uORF:IOH40593	253	42	211
B29R02C18	29-18-2	Hs~MGC:BC013883.1~uORF:IOH40593	277	56	221
B29R02C19	29-19-2	Hs~Ref:NM_016816.1~uORF:IOH41283	3119	41	3078
B29R02C20	29-20-2	Hs~Ref:NM_016816.1~uORF:IOH41283	3104	43	3061
B29R02C21	29-21-2	Hs~Ref:XM_209489.2~uORF:IOH44775	313	45	268
B29R02C22	29-22-2	Hs~Ref:XM_209489.2~uORF:IOH44775	340	39	301
B29R03C01	29-1-3	Hs~Ref:XM_211345.2~uORF:IOH41606	60	41	19
B29R03C02	29-2-3	Hs~Ref:XM_211345.2~uORF:IOH41606	287	56	231
B29R03C03	29-3-3	Hs~Ref:XM_378449.1~uORF:IOH42926	54	95	-41
B29R03C04	29-4-3	Hs~Ref:XM_378449.1~uORF:IOH42926	38	42	-4
B29R03C05	29-5-3	Hs~MGC:BC009182.1~uORF:IOH13497	98	42	56
B29R03C06	29-6-3	Hs~MGC:BC009182.1~uORF:IOH13497	124	42	82
B29R03C07	29-7-3	Hs~MGC:BC015323.1~uORF:IOH11084	539	44	495
B29R03C08	29-8-3	Hs~MGC:BC015323.1~uORF:IOH11084	573	169	404
B29R03C09	29-9-3	Hs~Ref:NM_017612.1~uORF:IOH11180	428	157	271
B29R03C10	29-10-3	Hs~Ref:NM_017612.1~uORF:IOH11180	395	267	128
B29R03C11	29-11-3	Hs~MGC:BC012945.1~uORF:IOH25802	311	266	45
B29R03C12	29-12-3	Hs~MGC:BC012945.1~uORF:IOH25802	344	48	296
B29R03C13	29-13-3	Hs~Ref:NM_031427.1~uORF:IOH7274	430	35	395
B29R03C14	29-14-3	Hs~Ref:NM_031427.1~uORF:IOH7274	431	36	395
B29R03C15	29-15-3	Hs~MGC:BC027866.1~uORF:IOH12025	1095	36	1059
B29R03C16	29-16-3	Hs~MGC:BC027866.1~uORF:IOH12025	1077	37	1040
B29R03C17	29-17-3	Hs~Ref:NM_007362.2~uORF:IOH3243	1824	38	1786
B29R03C18	29-18-3	Hs~Ref:NM_007362.2~uORF:IOH3243	1855	37	1818
B29R03C19	29-19-3	Hs~MGC:BC010900.1~uORF:IOH12898	377	37	340
B29R03C20	29-20-3	Hs~MGC:BC010900.1~uORF:IOH12898	394	38	356
B29R03C21	29-21-3	Hs~Ref:NM_005979.1~uORF:IOH1589	437	38	399
B29R03C22	29-22-3	Hs~Ref:NM_005979.1~uORF:IOH1589	426	35	391
B29R04C01	29-1-4	Hs~Ref:NM_001997.2~uORF:IOH1655	813	56	757
B29R04C02	29-2-4	Hs~Ref:NM_001997.2~uORF:IOH1655	673	93	580
B29R04C03	29-3-4	Hs~Ref:NM_001662.2~uORF:IOH1744	368	158	210
B29R04C04	29-4-4	Hs~Ref:NM_001662.2~uORF:IOH1744	140	75	65
B29R04C05	29-5-4	Hs~Ref:NM_001321.1~uORF:IOH1779	1734	41	1693
B29R04C06	29-6-4	Hs~Ref:NM_001321.1~uORF:IOH1779	1524	40	1484
